21:(15,16),(7,22),(5,13),(9,25),(17,26),(4,1),(8,13),(9,16),(7,16),(25,14),(23,5),(18,2),
22:(15,16),(6,22),(4,13),(10,25),(17,25),(5,1),(9,13),(10,16),(8,16),(25,14),(23,5),(19,2),
23:(15,16),(5,22),(3,13),(11,25),(16,25),(5,1),(10,13),(10,15),(9,16),(25,14),(23,5),(20,2),
24:(15,16),(5,21),(2,13),(12,25),(15,25),(5,1),(11,13),(10,14),(10,16),(25,14),(23,5),(21,2),
25:(15,16),(5,20),(2,12),(13,25),(14,25),(5,1),(11,14),(10,13),(10,15),(25,14),(23,5),(22,2),
26:(15,16),(5,19),(2,11),(14,25),(14,24),(5,1),(11,15),(9,13),(10,14),(25,14),(23,5),(22,3),
27:(15,16),(5,18),(2,10),(15,25),(14,23),(5,1),(11,16),(8,13),(10,13),(25,14),(23,5),(22,4),
28:(15,16),(5,17),(3,10),(16,25),(14,22),(5,1),(10,16),(7,13),(9,13),(25,14),(23,5),(22,5),
29:(15,16),(6,17),(4,10),(17,25),(14,21),(5,1),(9,16),(6,13),(8,13),(25,14),(23,5),(22,6),
30:(15,16),(7,17),(5,10),(17,26),(14,20),(5,1),(8,16),(5,13),(7,13),(25,14),(23,5),(22,7),
31:(15,16),(8,17),(6,10),(17,27),(14,19),(5,1),(7,16),(4,13),(6,13),(25,14),(23,5),(22,8),
32:(15,16),(9,17),(7,10),(17,28),(14,18),(5,1),(7,17),(3,13),(5,13),(25,14),(23,5),(21,8),
33:(15,16),(10,17),(8,10),(17,29),(14,17),(5,1),(6,17),(2,13),(4,13),(25,14),(23,5),(20,8),
34:(15,16),(10,18),(9,10),(17,30),(15,17),(5,1),(5,17),(2,12),(3,13),(25,14),(23,5),(19,8),
35:(15,16),(10,19),(10,10),(17,31),(16,17),(5,1),(5,18),(2,11),(2,13),(25,14),(23,5),(18,8),
36:(15,16),(10,19),(11,10),(18,31),(16,16),(5,1),(5,19),(2,10),(2,12),(25,14),(23,5),(17,8),
37:(15,16),(10,19),(12,10),(19,31),(17,16),(5,1),(5,20),(3,10),(2,11),(25,14),(23,5),(16,8),
38:(15,16),(10,19),(13,10),(20,31),(17,15),(5,1),(5,21),(4,10),(2,10),(25,14),(23,5),(15,8),
39:(15,16),(10,19),(13,9),(21,31),(17,14),(5,1),(5,22),(5,10),(3,10),(25,14),(23,5),(14,8),
40:(15,16),(10,19),(13,8),(22,31),(18,14),(5,1),(6,22),(6,10),(4,10),(25,14),(23,5),(14,9),
41:(15,16),(10,19),(13,7),(22,30),(19,14),(5,1),(7,22),(7,10),(5,10),(25,14),(23,5),(14,10),
42:(15,16),(10,19),(14,7),(22,29),(20,14),(5,1),(8,22),(8,10),(6,10),(25,14),(23,5),(14,11),
43:(15,16),(10,19),(15,7),(22,28),(20,15),(5,1),(8,23),(9,10),(7,10),(25,14),(23,5),(13,11),
44:(15,16),(10,19),(16,7),(23,28),(20,16),(5,1),(8,24),(10,10),(8,10),(25,14),(23,5),(12,11),
45:(15,16),(10,19),(17,7),(24,28),(21,16),(5,1),(8,25),(11,10),(9,10),(25,14),(23,5),(11,11),
46:(15,16),(10,19),(18,7),(25,28),(22,16),(5,1),(9,25),(12,10),(10,10),(25,14),(23,5),(10,11),
47:(15,16),(10,19),(19,7),(25,27),(23,16),(5,1),(10,25),(13,10),(11,10),(25,14),(23,5),(9,11),
48:(15,16),(10,19),(20,7),(25,26),(24,16),(5,1),(11,25),(13,9),(12,10),(25,14),(23,5),(8,11),
49:(15,16),(10,19),(21,7),(25,25),(25,16),(5,1),(12,25),(13,8),(13,10),(25,14),(23,5),(7,11),
50:(15,16),(10,19),(22,7),(26,25),(25,16),(5,1),(13,25),(14,8),(13,9),(25,14),(23,5),(6,11),
51:(15,16),(10,19),(22,6),(27,25),(25,16),(5,1),(13,24),(14,8),(13,8),(25,14),(23,5),(5,11),
52:(15,16),(10,19),(22,5),(28,25),(25,16),(5,1),(13,23),(14,8),(13,7),(25,14),(23,5),(4,11),
53:(15,16),(10,19),(22,4),(29,25),(25,16),(5,1),(13,22),(14,8),(14,7),(25,14),(23,5),(3,11),
54:(15,16),(10,19),(22,3),(30,25),(25,16),(5,1),(13,21),(14,8),(15,7),(25,14),(23,5),(2,11),
55:(15,16),(10,19),(22,2),(31,25),(25,16),(5,1),(13,20),(14,8),(16,7),(25,14),(23,5),(2,12),
56:(15,16),(10,19),(21,2),(31,24),(25,16),(5,1),(13,19),(14,8),(17,7),(25,14),(23,5),(2,13),
57:(15,16),(10,19),(20,2),(31,23),(25,16),(5,1),(14,19),(14,8),(18,7),(25,14),(23,5),(3,13),
58:(15,16),(10,19),(19,2),(31,22),(25,16),(5,1),(14,19),(14,8),(19,7),(25,14),(23,5),(4,13),
59:(15,16),(10,19),(18,2),(31,22),(25,16),(5,1),(14,19),(14,8),(20,7),(25,14),(23,5),(5,13),
60:(15,16),(10,19),(17,2),(31,22),(25,16),(5,1),(14,19),(14,8),(21,7),(25,14),(23,5),(5,14),
61:(15,16),(10,19),(16,2),(31,22),(25,16),(5,1),(14,19),(14,8),(22,7),(25,14),(23,5),(6,14),
62:(15,16),(10,19),(15,2),(31,22),(25,16),(5,1),(14,19),(14,8),(22,6),(25,14),(23,5),(7,14),
63:(15,16),(10,19),(14,2),(31,22),(25,16),(5,1),(14,19),(14,8),(22,5),(25,14),(23,5),(8,14),
64:(15,16),(10,19),(13,2),(31,22),(25,16),(5,1),(14,19),(14,8),(22,4),(25,14),(23,5),(9,14),
65:(15,16),(10,19),(12,2),(31,22),(25,16),(5,1),(14,19),(14,8),(22,3),(25,14),(23,5),(10,14),
66:(15,16),(10,19),(11,2),(31,22),(25,16),(5,1),(14,19),(14,8),(22,2),(25,14),(23,5),(10,15),
67:(15,16),(10,19),(10,2),(31,22),(25,16),(5,1),(14,19),(14,8),(21,2),(25,14),(23,5),(10,16),
68:(15,16),(10,19),(9,2),(31,22),(25,16),(5,1),(14,19),(14,8),(20,2),(25,14),(23,5),(10,17),
69:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(19,2),(25,14),(23,5),(9,17),
70:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(18,2),(25,14),(23,5),(8,17),
71:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(17,2),(25,14),(23,5),(7,17),
72:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(16,2),(25,14),(23,5),(6,17),
73:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(15,2),(25,14),(23,5),(5,17),
74:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(14,2),(25,14),(23,5),(5,18),
75:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(13,2),(25,14),(23,5),(5,19),
76:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(12,2),(25,14),(23,5),(5,20),
77:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(11,2),(25,14),(23,5),(5,21),
78:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(10,2),(25,14),(23,5),(5,22),
79:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(9,2),(25,14),(23,5),(6,22),
80:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(9,1),(25,14),(23,5),(7,22),
81:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(8,1),(25,14),(23,5),(8,22),
82:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(7,1),(25,14),(23,5),(8,23),
83:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(7,2),(25,14),(23,5),(8,24),
84:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(7,3),(25,14),(23,5),(8,25),
85:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(8,3),(25,14),(23,5),(9,25),
86:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(8,4),(25,14),(23,5),(10,25),
87:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(9,4),(25,14),(23,5),(11,25),
88:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(10,4),(25,14),(23,5),(12,25),
89:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(11,4),(25,14),(23,5),(13,25),
90:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(12,4),(25,14),(23,5),(14,25),
91:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(13,4),(25,14),(23,5),(15,25),
92:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(14,4),(25,14),(23,5),(16,25),
93:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(15,4),(25,14),(23,5),(17,25),
94:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(16,4),(25,14),(23,5),(18,25),
95:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(17,4),(25,14),(23,5),(18,25),
96:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(18,4),(25,14),(23,5),(18,25),
97:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),(14,8),(19,4),(25,14),(23,5),(18,25),
