49:(194,69),(132,191),(229,134),(100,119),(51,175),(51,181),
50:(194,68),(132,191),(229,135),(100,120),(52,175),(51,180),
51:(194,67),(132,191),(229,136),(100,121),(52,176),(51,179),
52:(194,66),(132,191),(229,137),(100,122),(52,177),(51,178),
53:(194,65),(132,191),(228,137),(100,123),(53,177),(51,177),
54:(194,65),(132,191),(228,138),(101,123),(54,177),(51,176),
55:(194,65),(132,191),(227,138),(101,124),(55,177),(51,175),
56:(194,65),(132,191),(227,139),(101,125),(56,177),(51,174),
57:(194,65),(132,191),(226,139),(101,126),(57,177),(51,173),
58:(194,65),(132,191),(226,140),(101,127),(57,178),(51,172),
59:(194,65),(132,191),(226,141),(101,128),(58,178),(51,171),
60:(194,65),(132,191),(226,142),(102,128),(58,179),(51,170),
61:(194,65),(132,191),(225,142),(102,129),(58,180),(51,169),
62:(194,65),(132,191),(224,142),(102,130),(58,181),(51,168),
63:(194,65),(132,191),(224,143),(102,131),(58,182),(51,167),
64:(194,65),(132,191),(224,144),(102,132),(58,183),(51,166),
65:(194,65),(132,191),(224,145),(102,133),(58,184),(51,165),
66:(194,65),(132,191),(223,145),(103,133),(58,185),(51,164),
67:(194,65),(132,191),(223,146),(103,134),(58,186),(51,163),
68:(194,65),(132,191),(223,147),(103,135),(58,187),(51,162),
69:(194,65),(132,191),(222,147),(103,136),(58,188),(51,161),
70:(194,65),(132,191),(222,148),(103,137),(58,189),(51,160),
71:(194,65),(132,191),(222,149),(103,138),(58,190),(51,159),
72:(194,65),(132,191),(221,149),(103,139),(58,191),(51,158),
73:(194,65),(132,191),(221,150),(103,140),(58,192),(51,157),
74:(194,65),(132,191),(221,151),(103,141),(58,193),(51,156),
75:(194,65),(132,191),(220,151),(103,142),(58,194),(51,155),
76:(194,65),(132,191),(220,152),(103,143),(58,195),(51,154),
77:(194,65),(132,191),(220,153),(103,144),(58,196),(51,153),
78:(194,65),(132,191),(219,153),(103,145),(58,197),(51,152),
79:(194,65),(132,191),(219,154),(103,146),(58,198),(51,151),
80:(194,65),(132,191),(219,155),(103,147),(58,199),(51,150),
81:(194,65),(132,191),(219,156),(103,148),(58,200),(51,149),
82:(194,65),(132,191),(219,157),(103,149),(58,201),(51,148),
83:(194,65),(132,191),(219,158),(103,150),(58,201),(51,147),
84:(194,65),(132,191),(219,159),(103,151),(58,201),(51,146),
85:(194,65),(132,191),(219,160),(103,152),(58,201),(51,145),
86:(194,65),(132,191),(219,161),(103,153),(58,201),(51,144),
87:(194,65),(132,191),(219,162),(103,154),(58,201),(51,143),
88:(194,65),(132,191),(219,163),(103,155),(58,201),(52,143),
89:(194,65),(132,191),(219,164),(103,156),(58,201),(53,143),
90:(194,65),(132,191),(219,165),(103,157),(58,201),(54,143),
91:(194,65),(132,191),(219,166),(103,158),(58,201),(55,143),
92:(194,65),(132,191),(219,167),(103,159),(58,201),(55,142),
93:(194,65),(132,191),(219,168),(103,160),(58,201),(56,142),
94:(194,65),(132,191),(219,169),(103,161),(58,201),(57,142),
95:(194,65),(132,191),(219,170),(103,162),(58,201),(58,142),
96:(194,65),(132,191),(219,171),(103,163),(58,201),(59,142),
97:(194,65),(132,191),(219,172),(103,164),(58,201),(60,142),
98:(194,65),(132,191),(219,173),(104,164),(58,201),(61,142),
99:(194,65),(132,191),(219,174),(104,165),(58,201),(62,142),
100:(194,65),(132,191),(219,175),(105,165),(58,201),(62,141),
101:(194,65),(132,191),(219,176),(105,166),(58,201),(63,141),
102:(194,65),(132,191),(218,176),(105,167),(58,201),(63,140),
103:(194,65),(132,191),(218,177),(105,168),(58,201),(63,139),
104:(194,65),(132,191),(217,177),(105,169),(58,201),(63,138),
105:(194,65),(132,191),(216,177),(105,170),(58,201),(63,137),
106:(194,65),(132,191),(215,177),(105,171),(58,201),(63,136),
107:(194,65),(132,191),(214,177),(105,172),(58,201),(63,135),
108:(194,65),(132,191),(214,178),(105,173),(58,201),(63,134),
109:(194,65),(132,191),(214,179),(105,174),(58,201),(63,133),
110:(194,65),(132,191),(214,180),(105,175),(58,201),(63,132),
111:(194,65),(132,191),(214,181),(105,176),(58,201),(63,131),
112:(194,65),(132,191),(215,181),(105,177),(58,201),(63,130),
113:(194,65),(132,191),(215,182),(105,178),(58,201),(63,129),
114:(194,65),(132,191),(215,183),(105,179),(58,201),(63,128),
115:(194,65),(132,191),(215,184),(105,180),(58,201),(63,127),
116:(194,65),(132,191),(215,185),(105,181),(58,201),(63,126),
117:(194,65),(132,191),(216,185),(105,182),(58,201),(62,126),
118:(194,65),(132,191),(216,186),(105,183),(58,201),(62,125),
119:(194,65),(132,191),(216,187),(105,184),(58,201),(62,124),
120:(194,65),(132,191),(216,188),(105,185),(58,201),(62,123),
121:(194,65),(132,191),(216,189),(105,186),(58,201),(62,122),
122:(194,65),(132,191),(216,190),(106,186),(58,201),(62,121),
123:(194,65),(132,191),(216,191),(106,187),(58,201),(62,120),
124:(194,65),(132,191),(216,192),(106,188),(58,201),(62,119),
125:(194,65),(132,191),(216,193),(106,189),(58,201),(62,118),
126:(194,65),(132,191),(216,194),(106,190),(58,201),(62,117),
127:(194,65),(132,191),(216,195),(106,191),(58,201),(62,116),
128:(194,65),(132,191),(216,196),(106,192),(58,201),(62,115),
129:(194,65),(132,191),(216,197),(106,193),(58,201),(62,114),
130:(194,65),(132,191),(216,198),(106,194),(58,201),(62,113),
131:(194,65),(132,191),(216,199),(106,195),(58,201),(61,113),
132:(194,65),(132,191),(216,200),(107,195),(58,201),(61,112),
133:(194,65),(132,191),(216,201),(107,196),(58,201),(61,111),
134:(194,65),(132,191),(216,202),(107,197),(58,201),(61,110),
135:(194,65),(132,191),(216,203),(107,198),(58,201),(61,109),
136:(194,65),(132,191),(216,204),(107,199),(58,201),(61,108),
137:(194,65),(132,191),(216,205),(107,200),(58,201),(61,107),
138:(194,65),(132,191),(216,206),(107,201),(58,201),(61,106),
139:(194,65),(132,191),(216,207),(107,202),(58,201),(60,106),
140:(194,65),(132,191),(216,208),(107,203),(58,201),(60,105),
141:(194,65),(132,191),(216,209),(107,204),(58,201),(60,104),
142:(194,65),(132,191),(217,209),(107,205),(58,201),(59,104),
143:(194,65),(132,191),(217,210),(107,206),(58,201),(58,104),
144:(194,65),(132,191),(217,211),(107,207),(58,201),(57,104),
145:(194,65),(132,191),(217,212),(107,208),(58,201),(56,104),
146:(194,65),(132,191),(217,213),(107,209),(58,201),(55,104),
147:(194,65),(132,191),(218,213),(107,210),(58,201),(54,104),
148:(194,65),(132,191),(218,214),(107,211),(58,201),(53,104),
149:(194,65),(132,191),(218,215),(107,212),(58,201),(52,104),
150:(194,65),(132,191),(218,216),(107,213),(58,201),(51,104),
151:(194,65),(132,191),(219,216),(107,214),(58,201),(50,104),
152:(194,65),(132,191),(219,217),(107,215),(58,201),(49,104),
153:(194,65),(132,191),(220,217),(107,216),(58,201),(48,104),
154:(194,65),(132,191),(220,218),(107,217),(58,201),(47,104),
155:(194,65),(132,191),(221,218),(107,218),(58,201),(46,104),
156:(194,65),(132,191),(222,218),(107,219),(58,201),(45,104),
157:(194,65),(132,191),(222,219),(107,220),(58,201),(45,103),
158:(194,65),(132,191),(222,219),(107,221),(58,201),(44,103),
159:(194,65),(132,191),(222,219),(107,222),(58,201),(43,103),
160:(194,65),(132,191),(222,219),(107,223),(58,201),(42,103),
161:(194,65),(132,191),(222,219),(107,224),(58,201),(41,103),
162:(194,65),(132,191),(222,219),(107,225),(58,201),(40,103),
163:(194,65),(132,191),(222,219),(107,226),(58,201),(39,103),
164:(194,65),(132,191),(222,219),(107,227),(58,201),(38,103),
165:(194,65),(132,191),(222,219),(107,228),(58,201),(37,103),
166:(194,65),(132,191),(222,219),(107,229),(58,201),(36,103),
167:(194,65),(132,191),(222,219),(107,230),(58,201),(35,103),
168:(194,65),(132,191),(222,219),(107,231),(58,201),(34,103),
169:(194,65),(132,191),(222,219),(107,232),(58,201),(33,103),
170:(194,65),(132,191),(222,219),(107,233),(58,201),(32,103),
171:(194,65),(132,191),(222,219),(107,234),(58,201),(31,103),
172:(194,65),(132,191),(222,219),(107,235),(58,201),(30,103),
173:(194,65),(132,191),(222,219),(107,236),(58,201),(30,102),
174:(194,65),(132,191),(222,219),(107,237),(58,201),(30,101),
175:(194,65),(132,191),(222,219),(107,238),(58,201),(29,101),
176:(194,65),(132,191),(222,219),(107,239),(58,201),(28,101),
177:(194,65),(132,191),(222,219),(107,240),(58,201),(27,101),
178:(194,65),(132,191),(222,219),(107,241),(58,201),(27,100),
179:(194,65),(132,191),(222,219),(107,242),(58,201),(27,99),
180:(194,65),(132,191),(222,219),(107,243),(58,201),(27,98),
181:(194,65),(132,191),(222,219),(107,244),(58,201),(26,98),
182:(194,65),(132,191),(222,219),(107,245),(58,201),(25,98),
183:(194,65),(132,191),(222,219),(107,246),(58,201),(24,98),
184:(194,65),(132,191),(222,219),(107,246),(58,201),(23,98),
185:(194,65),(132,191),(222,219),(107,246),(58,201),(22,98),
186:(194,65),(132,191),(222,219),(107,246),(58,201),(22,97),
187:(194,65),(132,191),(222,219),(107,246),(58,201),(22,96),
188:(194,65),(132,191),(222,219),(107,246),(58,201),(21,96),
189:(194,65),(132,191),(222,219),(107,246),(58,201),(21,95),
190:(194,65),(132,191),(222,219),(107,246),(58,201),(21,94),
191:(194,65),(132,191),(222,219),(107,246),(58,201),(21,93),
192:(194,65),(132,191),(222,219),(107,246),(58,201),(21,92),
193:(194,65),(132,191),(222,219),(107,246),(58,201),(21,91),
194:(194,65),(132,191),(222,219),(107,246),(58,201),(21,90),
195:(194,65),(132,191),(222,219),(107,246),(58,201),(21,89),
196:(194,65),(132,191),(222,219),(107,246),(58,201),(20,89),
197:(194,65),(132,191),(222,219),(107,246),(58,201),(20,88),
198:(194,65),(132,191),(222,219),(107,246),(58,201),(20,87),
199:(194,65),(132,191),(222,219),(107,246),(58,201),(20,86),
200:(194,65),(132,191),(222,219),(107,246),(58,201),(20,85),
201:(194,65),(132,191),(222,219),(107,246),(58,201),(19,85),
202:(194,65),(132,191),(222,219),(107,246),(58,201),(19,84),
203:(194,65),(132,191),(222,219),(107,246),(58,201),(19,83),
204:(194,65),(132,191),(222,219),(107,246),(58,201),(19,82),
205:(194,65),(132,191),(222,219),(107,246),(58,201),(18,82),
206:(194,65),(132,191),(222,219),(107,246),(58,201),(17,82),
207:(194,65),(132,191),(222,219),(107,246),(58,201),(17,81),
208:(194,65),(132,191),(222,219),(107,246),(58,201),(17,80),
209:(194,65),(132,191),(222,219),(107,246),(58,201),(17,79),
210:(194,65),(132,191),(222,219),(107,246),(58,201),(17,78),
211:(194,65),(132,191),(222,219),(107,246),(58,201),(16,78),
212:(194,65),(132,191),(222,219),(107,246),(58,201),(16,77),
213:(194,65),(132,191),(222,219),(107,246),(58,201),(15,77),
214:(194,65),(132,191),(222,219),(107,246),(58,201),(15,76),
215:(194,65),(132,191),(222,219),(107,246),(58,201),(15,75),
216:(194,65),(132,191),(222,219),(107,246),(58,201),(15,74),
217:(194,65),(132,191),(222,219),(107,246),(58,201),(15,73),
218:(194,65),(132,191),(222,219),(107,246),(58,201),(15,72),
219:(194,65),(132,191),(222,219),(107,246),(58,201),(15,71),
220:(194,65),(132,191),(222,219),(107,246),(58,201),(15,70),
221:(194,65),(132,191),(222,219),(107,246),(58,201),(14,70),
222:(194,65),(132,191),(222,219),(107,246),(58,201),(14,69),
223:(194,65),(132,191),(222,219),(107,246),(58,201),(14,68),
224:(194,65),(132,191),(222,219),(107,246),(58,201),(14,67),
225:(194,65),(132,191),(222,219),(107,246),(58,201),(14,66),
226:(194,65),(132,191),(222,219),(107,246),(58,201),(14,65),
227:(194,65),(132,191),(222,219),(107,246),(58,201),(14,64),
228:(194,65),(132,191),(222,219),(107,246),(58,201),(14,63),
229:(194,65),(132,191),(222,219),(107,246),(58,201),(14,62),
230:(194,65),(132,191),(222,219),(107,246),(58,201),(14,61),
231:(194,65),(132,191),(222,219),(107,246),(58,201),(14,60),
232:(194,65),(132,191),(222,219),(107,246),(58,201),(14,59),
233:(194,65),(132,191),(222,219),(107,246),(58,201),(14,58),
234:(194,65),(132,191),(222,219),(107,246),(58,201),(13,58),
235:(194,65),(132,191),(222,219),(107,246),(58,201),(12,58),
236:(194,65),(132,191),(222,219),(107,246),(58,201),(12,57),
237:(194,65),(132,191),(222,219),(107,246),(58,201),(12,56),
238:(194,65),(132,191),(222,219),(107,246),(58,201),(12,55),
239:(194,65),(132,191),(222,219),(107,246),(58,201),(12,54),
240:(194,65),(132,191),(222,219),(107,246),(58,201),(12,53),
241:(194,65),(132,191),(222,219),(107,246),(58,201),(12,52),
242:(194,65),(132,191),(222,219),(107,246),(58,201),(12,51),
243:(194,65),(132,191),(222,219),(107,246),(58,201),(12,50),
244:(194,65),(132,191),(222,219),(107,246),(58,201),(12,49),
245:(194,65),(132,191),(222,219),(107,246),(58,201),(12,48),
246:(194,65),(132,191),(222,219),(107,246),(58,201),(12,47),
247:(194,65),(132,191),(222,219),(107,246),(58,201),(12,46),
248:(194,65),(132,191),(222,219),(107,246),(58,201),(12,45),
249:(194,65),(132,191),(222,219),(107,246),(58,201),(12,44),
250:(194,65),(132,191),(222,219),(107,246),(58,201),(12,43),
251:(194,65),(132,191),(222,219),(107,246),(58,201),(12,42),
252:(194,65),(132,191),(222,219),(107,246),(58,201),(12,41),
253:(194,65),(132,191),(222,219),(107,246),(58,201),(12,40),
254:(194,65),(132,191),(222,219),(107,246),(58,201),(12,39),
255:(194,65),(132,191),(222,219),(107,246),(58,201),(11,39),
256:(194,65),(132,191),(222,219),(107,246),(58,201),(11,38),
257:(194,65),(132,191),(222,219),(107,246),(58,201),(11,37),
258:(194,65),(132,191),(222,219),(107,246),(58,201),(11,36),
259:(194,65),(132,191),(222,219),(107,246),(58,201),(11,35),
260:(194,65),(132,191),(222,219),(107,246),(58,201),(11,34),
261:(194,65),(132,191),(222,219),(107,246),(58,201),(11,33),
262:(194,65),(132,191),(222,219),(107,246),(58,201),(11,32),
263:(194,65),(132,191),(222,219),(107,246),(58,201),(11,31),
264:(194,65),(132,191),(222,219),(107,246),(58,201),(11,30),
265:(194,65),(132,191),(222,219),(107,246),(58,201),(11,29),
266:(194,65),(132,191),(222,219),(107,246),(58,201),(11,28),
267:(194,65),(132,191),(222,219),(107,246),(58,201),(11,27),
268:(194,65),(132,191),(222,219),(107,246),(58,201),(11,26),
269:(194,65),(132,191),(222,219),(107,246),(58,201),(11,25),
270:(194,65),(132,191),(222,219),(107,246),(58,201),(11,24),
271:(194,65),(132,191),(222,219),(107,246),(58,201),(11,23),
