10:(217,85),(142,196),(246,112),(90,90),(33,154),(51,220),(92,170),(97,83),(66,9),(150,37),(241,122),(170,17),(160,138),(80,132),(134,83),(17,49),(111,242),(27,151),(79,136),(121,189),(171,91),(71,153),(11,81),(127,214),(47,177),(40,221),(204,37),(99,216),(75,19),
11:(217,84),(141,196),(245,112),(91,90),(34,154),(51,219),(93,170),(97,84),(66,10),(151,37),(240,122),(169,17),(160,138),(80,131),(134,84),(17,50),(110,242),(27,152),(79,137),(120,189),(171,90),(71,154),(12,81),(127,215),(47,178),(39,221),(203,37),(99,215),(76,19),
12:(216,84),(141,195),(245,113),(91,91),(35,154),(51,218),(94,170),(97,85),(66,11),(152,37),(239,122),(168,17),(160,138),(80,130),(134,85),(17,51),(110,241),(27,153),(79,138),(119,189),(171,89),(71,155),(13,81),(127,216),(47,179),(38,221),(202,37),(100,215),(76,20),
13:(215,84),(141,194),(244,113),(91,92),(36,154),(51,217),(95,170),(98,85),(66,12),(153,37),(238,122),(167,17),(160,138),(80,129),(134,86),(17,52),(109,241),(27,154),(79,139),(118,189),(172,89),(71,156),(13,82),(127,217),(47,180),(37,221),(201,37),(100,214),(76,21),
14:(215,83),(141,193),(243,113),(91,93),(37,154),(51,216),(96,170),(98,86),(66,13),(154,37),(237,122),(166,17),(160,138),(80,128),(134,87),(17,53),(109,240),(28,154),(79,140),(117,189),(172,89),(71,156),(14,82),(128,217),(47,181),(36,221),(200,37),(101,214),(77,21),
15:(214,83),(140,193),(242,113),(91,94),(38,154),(51,215),(97,170),(98,87),(67,13),(155,37),(236,122),(165,17),(160,138),(80,127),(134,88),(18,53),(109,239),(29,154),(79,141),(116,189),(172,89),(71,156),(14,83),(129,217),(47,182),(35,221),(199,37),(101,213),(77,22),
16:(214,82),(140,192),(242,114),(91,95),(38,155),(51,214),(98,170),(98,88),(67,14),(155,36),(235,122),(164,17),(160,138),(80,126),(134,89),(18,54),(108,239),(30,154),(79,142),(115,189),(172,89),(71,156),(14,84),(130,217),(47,183),(34,221),(199,38),(101,212),(77,23),
17:(214,81),(140,191),(242,115),(91,96),(38,156),(51,213),(99,170),(98,89),(68,14),(156,36),(234,122),(163,17),(160,138),(80,125),(134,90),(18,55),(108,238),(31,154),(79,143),(114,189),(172,89),(71,156),(14,85),(131,217),(47,184),(33,221),(198,38),(101,211),(77,24),
18:(213,81),(139,191),(242,116),(91,97),(38,157),(51,212),(100,170),(98,90),(69,14),(157,36),(233,122),(162,17),(160,138),(80,124),(134,91),(18,56),(108,237),(32,154),(79,144),(113,189),(172,89),(71,156),(15,85),(132,217),(47,185),(32,221),(197,38),(101,210),(77,25),
19:(212,81),(138,191),(241,116),(91,98),(39,157),(51,211),(101,170),(97,90),(70,14),(158,36),(232,122),(161,17),(160,138),(80,123),(134,92),(18,57),(108,236),(33,154),(79,145),(112,189),(172,89),(71,156),(16,85),(133,217),(47,186),(31,221),(196,38),(101,210),(78,25),
20:(211,81),(137,191),(240,116),(91,99),(40,157),(51,210),(102,170),(96,90),(71,14),(159,36),(231,122),(160,17),(160,138),(80,122),(134,93),(19,57),(108,235),(34,154),(80,145),(111,189),(172,89),(71,156),(17,85),(134,217),(47,187),(30,221),(195,38),(101,210),(78,26),
21:(210,81),(136,191),(239,116),(91,100),(41,157),(51,209),(103,170),(95,90),(72,14),(160,36),(230,122),(159,17),(160,138),(80,121),(134,94),(19,58),(108,234),(35,154),(80,146),(110,189),(172,89),(71,156),(17,86),(135,217),(46,187),(29,221),(194,38),(101,210),(78,27),
22:(210,80),(135,191),(238,116),(91,101),(41,158),(51,208),(104,170),(94,90),(73,14),(161,36),(229,122),(158,17),(160,138),(80,120),(134,95),(19,59),(108,233),(36,154),(80,147),(109,189),(172,89),(71,156),(17,87),(136,217),(46,188),(28,221),(193,38),(101,210),(78,28),
23:(209,80),(134,191),(238,117),(91,102),(41,159),(51,207),(105,170),(93,90),(73,15),(162,36),(228,122),(157,17),(160,138),(80,119),(134,96),(19,60),(108,232),(37,154),(81,147),(108,189),(172,89),(71,156),(17,88),(137,217),(46,189),(27,221),(192,38),(101,210),(78,29),
24:(208,80),(133,191),(238,118),(91,103),(41,160),(51,206),(106,170),(92,90),(73,16),(163,36),(227,122),(156,17),(160,138),(80,118),(134,97),(19,61),(108,231),(38,154),(81,148),(107,189),(172,89),(71,156),(17,89),(138,217),(46,190),(26,221),(191,38),(101,210),(78,30),
25:(207,80),(132,191),(237,118),(91,104),(41,161),(51,205),(107,170),(92,91),(73,17),(164,36),(226,122),(156,18),(160,138),(80,117),(135,97),(19,62),(108,230),(38,155),(81,149),(106,189),(172,89),(71,156),(18,89),(139,217),(46,191),(25,221),(190,38),(101,210),(78,31),
26:(206,80),(132,191),(237,119),(91,105),(41,162),(51,204),(108,170),(92,92),(74,17),(165,36),(225,122),(156,19),(160,138),(80,116),(135,98),(20,62),(108,229),(39,155),(82,149),(105,189),(172,89),(71,156),(19,89),(140,217),(46,192),(24,221),(189,38),(101,210),(78,32),
27:(205,80),(132,191),(237,120),(91,106),(41,163),(51,203),(109,170),(91,92),(75,17),(166,36),(224,122),(156,20),(160,138),(80,115),(135,99),(20,63),(108,228),(40,155),(82,150),(104,189),(172,89),(71,156),(20,89),(141,217),(46,193),(23,221),(188,38),(101,210),(78,33),
28:(204,80),(132,191),(237,121),(91,107),(42,163),(51,202),(110,170),(90,92),(76,17),(167,36),(223,122),(155,20),(160,138),(80,114),(135,100),(20,64),(108,227),(41,155),(82,151),(103,189),(172,89),(71,156),(21,89),(142,217),(46,194),(23,220),(187,38),(101,210),(78,34),
29:(203,80),(132,191),(237,122),(91,108),(43,163),(51,201),(110,171),(89,92),(77,17),(168,36),(222,122),(154,20),(160,138),(80,113),(136,100),(20,65),(108,226),(41,156),(82,152),(102,189),(172,89),(71,156),(21,90),(143,217),(46,195),(23,219),(186,38),(101,210),(79,34),
30:(202,80),(132,191),(237,123),(91,109),(43,164),(51,200),(110,172),(88,92),(78,17),(169,36),(222,121),(153,20),(160,138),(80,112),(136,101),(21,65),(108,225),(41,157),(82,153),(101,189),(172,89),(71,156),(21,91),(144,217),(46,196),(23,218),(185,38),(101,210),(79,35),
31:(201,80),(132,191),(236,123),(92,109),(43,165),(51,199),(111,172),(87,92),(79,17),(170,36),(221,121),(152,20),(160,138),(80,111),(136,102),(22,65),(107,225),(41,158),(82,154),(100,189),(172,89),(71,156),(21,92),(144,218),(46,197),(22,218),(184,38),(101,210),(79,36),
32:(200,80),(132,191),(235,123),(93,109),(43,166),(51,198),(111,173),(86,92),(80,17),(171,36),(221,120),(152,21),(160,138),(80,110),(136,103),(22,66),(107,224),(41,159),(82,155),(99,189),(172,89),(71,156),(22,92),(145,218),(46,198),(22,217),(183,38),(101,210),(80,36),
33:(199,80),(132,191),(234,123),(94,109),(43,167),(51,197),(111,174),(85,92),(80,18),(172,36),(221,119),(151,21),(160,138),(80,109),(136,104),(22,67),(107,223),(41,160),(82,156),(98,189),(172,89),(71,156),(23,92),(145,219),(46,199),(22,216),(182,38),(101,210),(80,37),
34:(198,80),(132,191),(233,123),(94,110),(43,168),(51,196),(111,175),(85,93),(80,19),(173,36),(220,119),(150,21),(160,138),(80,108),(137,104),(23,67),(107,222),(41,161),(82,157),(97,189),(172,89),(71,156),(23,93),(146,219),(46,200),(22,215),(181,38),(101,210),(80,38),
35:(198,79),(132,191),(232,123),(94,111),(43,169),(51,195),(112,175),(85,94),(80,20),(173,37),(220,118),(150,22),(160,138),(80,107),(137,105),(23,68),(107,221),(42,161),(82,158),(96,189),(172,89),(71,156),(23,94),(147,219),(46,201),(22,214),(180,38),(101,210),(80,39),
36:(198,78),(132,191),(231,123),(95,111),(43,170),(51,194),(112,176),(85,95),(80,21),(174,37),(219,118),(149,22),(160,138),(80,106),(138,105),(23,69),(107,220),(42,162),(82,159),(95,189),(172,89),(71,156),(23,95),(148,219),(46,202),(22,213),(179,38),(101,210),(80,40),
37:(197,78),(132,191),(231,124),(95,112),(43,171),(51,193),(112,177),(84,95),(80,22),(175,37),(218,118),(149,23),(160,138),(80,105),(138,106),(24,69),(107,219),(43,162),(82,160),(94,189),(172,89),(71,156),(23,96),(149,219),(45,202),(22,212),(178,38),(101,210),(81,40),
38:(197,77),(132,191),(230,124),(96,112),(43,172),(51,192),(113,177),(84,96),(80,23),(176,37),(217,118),(148,23),(160,138),(80,104),(139,106),(25,69),(107,218),(44,162),(82,161),(94,190),(172,89),(71,156),(23,97),(149,220),(45,203),(22,211),(178,39),(101,210),(81,41),
39:(197,76),(132,191),(230,125),(97,112),(43,173),(51,191),(113,178),(84,97),(80,24),(177,37),(216,118),(147,23),(160,138),(80,103),(139,107),(26,69),(107,217),(44,163),(82,162),(93,190),(172,89),(71,156),(23,98),(150,220),(45,204),(22,210),(177,39),(101,210),(81,42),
40:(197,75),(132,191),(230,126),(98,112),(43,174),(51,190),(113,179),(83,97),(80,25),(178,37),(215,118),(146,23),(160,138),(80,102),(139,108),(27,69),(107,216),(44,164),(82,163),(92,190),(172,89),(71,156),(23,99),(151,220),(45,205),(23,210),(176,39),(101,210),(81,43),
41:(197,74),(132,191),(230,127),(98,113),(44,174),(51,189),(113,180),(82,97),(80,26),(179,37),(215,119),(146,24),(160,138),(80,101),(139,109),(28,69),(107,215),(45,164),(82,164),(91,190),(172,89),(71,156),(23,100),(152,220),(45,206),(24,210),(175,39),(101,210),(81,44),
42:(197,73),(132,191),(230,128),(99,113),(45,174),(51,188),(113,181),(81,97),(80,27),(180,37),(214,119),(145,24),(160,138),(80,100),(139,110),(28,68),(107,214),(46,164),(82,165),(90,190),(172,89),(71,156),(23,101),(153,220),(45,207),(25,210),(174,39),(101,210),(81,45),
43:(197,72),(132,191),(230,129),(99,114),(46,174),(51,187),(114,181),(81,98),(80,28),(181,37),(213,119),(144,24),(160,138),(80,99),(139,111),(29,68),(107,213),(47,164),(82,166),(89,190),(172,89),(71,156),(23,102),(154,220),(44,207),(26,210),(173,39),(101,210),(82,45),
44:(196,72),(132,191),(230,130),(99,115),(47,174),(51,186),(114,182),(81,99),(80,29),(182,37),(212,119),(144,25),(160,138),(80,98),(139,112),(30,68),(106,213),(47,165),(82,167),(88,190),(172,89),(71,156),(23,103),(155,220),(43,207),(27,210),(172,39),(101,210),(82,46),
45:(195,72),(132,191),(230,131),(99,116),(48,174),(51,185),(114,183),(81,100),(80,30),(183,37),(212,120),(144,26),(160,138),(80,97),(139,113),(31,68),(106,212),(47,166),(82,168),(87,190),(172,89),(71,156),(23,104),(156,220),(42,207),(28,210),(171,39),(101,210),(82,47),
46:(194,72),(132,191),(229,131),(99,117),(48,175),(51,184),(114,184),(81,101),(81,30),(184,37),(211,120),(143,26),(160,138),(80,96),(139,114),(31,67),(106,211),(48,166),(82,169),(86,190),(172,89),(71,156),(23,104),(157,220),(41,207),(29,210),(170,39),(101,210),(82,48),
47:(194,71),(132,191),(229,132),(99,118),(49,175),(51,183),(115,184),(81,102),(81,31),(185,37),(210,120),(143,27),(160,138),(80,95),(139,115),(32,67),(106,210),(49,166),(82,170),(85,190),(172,89),(71,156),(23,104),(158,220),(40,207),(30,210),(169,39),(101,210),(82,49),
48:(194,70),(132,191),(229,133),(100,118),(50,175),(51,182),(115,185),(80,102),(81,32),(186,37),(209,120),(142,27),(160,138),(80,94),(139,116),(33,67),(106,209),(50,166),(82,171),(85,191),(172,89),(71,156),(23,104),(159,220),(39,207),(31,210),(168,39),(101,210),(81,49),
49:(194,69),(132,191),(229,134),(100,119),(51,175),(51,181),(115,186),(79,102),(81,33),(187,37),(208,120),(142,28),(160,138),(80,93),(140,116),(34,67),(106,208),(50,167),(82,172),(84,191),(172,89),(71,156),(23,104),(160,220),(39,208),(32,210),(167,39),(101,210),(80,49),
50:(194,68),(132,191),(229,135),(100,120),(52,175),(51,180),(116,186),(78,102),(81,34),(188,37),(207,120),(142,29),(160,138),(80,92),(140,117),(35,67),(106,207),(51,167),(82,173),(84,192),(172,89),(71,156),(23,104),(161,220),(39,209),(32,209),(166,39),(101,210),(80,50),
51:(194,67),(132,191),(229,136),(100,121),(52,176),(51,179),(117,186),(77,102),(82,34),(189,37),(206,120),(141,29),(160,138),(80,91),(141,117),(36,67),(106,206),(51,167),(83,173),(84,193),(172,89),(71,156),(23,104),(162,220),(38,209),(33,209),(166,40),(101,210),(80,51),
52:(194,66),(132,191),(229,137),(100,122),(52,177),(51,178),(118,186),(77,103),(82,35),(190,37),(205,120),(141,30),(160,138),(80,90),(141,118),(37,67),(106,205),(51,167),(84,173),(84,194),(172,89),(71,156),(23,104),(163,220),(38,210),(34,209),(166,41),(101,210),(80,52),
53:(194,65),(132,191),(228,137),(100,123),(53,177),(51,177),(119,186),(77,104),(83,35),(191,37),(204,120),(141,31),(160,138),(80,89),(141,119),(38,67),(106,204),(51,167),(85,173),(84,195),(172,89),(71,156),(23,104),(164,220),(37,210),(34,208),(166,42),(101,210),(80,53),
54:(194,65),(132,191),(228,138),(101,123),(54,177),(51,176),(120,186),(77,105),(83,36),(192,37),(204,121),(141,32),(160,138),(80,88),(141,120),(39,67),(106,203),(51,167),(85,174),(84,196),(172,89),(71,156),(23,104),(165,220),(36,210),(35,208),(166,43),(101,210),(80,54),
55:(194,65),(132,191),(227,138),(101,124),(55,177),(51,175),(121,186),(77,106),(84,36),(193,37),(203,121),(141,33),(160,138),(80,87),(141,121),(40,67),(106,202),(51,167),(86,174),(83,196),(172,89),(71,156),(23,104),(166,220),(36,211),(36,208),(166,44),(101,210),(80,55),
56:(194,65),(132,191),(227,139),(101,125),(56,177),(51,174),(122,186),(77,107),(84,37),(194,37),(202,121),(141,34),(160,138),(80,86),(141,122),(41,67),(106,201),(51,167),(87,174),(82,196),(172,89),(71,156),(23,104),(167,220),(35,211),(37,208),(166,45),(101,210),(80,56),
57:(194,65),(132,191),(226,139),(101,126),(57,177),(51,173),(123,186),(77,108),(84,38),(195,37),(201,121),(141,35),(160,138),(80,85),(141,123),(42,67),(106,200),(51,167),(87,175),(81,196),(172,89),(71,156),(23,104),(168,220),(34,211),(38,208),(166,46),(101,210),(80,57),
58:(194,65),(132,191),(226,140),(101,127),(57,178),(51,172),(124,186),(77,109),(85,38),(196,37),(200,121),(141,36),(160,138),(80,84),(141,124),(42,66),(106,199),(51,167),(88,175),(81,197),(172,89),(71,156),(23,104),(169,220),(33,211),(39,208),(166,47),(101,210),(79,57),
59:(194,65),(132,191),(226,141),(101,128),(58,178),(51,171),(125,186),(77,110),(85,39),(197,37),(200,122),(141,37),(160,138),(79,84),(141,125),(43,66),(105,199),(51,167),(88,176),(81,198),(172,89),(71,156),(23,104),(170,220),(32,211),(40,208),(166,48),(101,210),(78,57),
60:(194,65),(132,191),(226,142),(102,128),(58,179),(51,170),(126,186),(77,111),(85,40),(198,37),(199,122),(141,38),(160,138),(79,83),(141,126),(43,65),(105,198),(51,167),(89,176),(81,199),(172,89),(71,156),(23,104),(171,220),(32,212),(40,207),(166,49),(101,210),(78,58),
61:(194,65),(132,191),(225,142),(102,129),(58,180),(51,169),(127,186),(77,112),(86,40),(199,37),(198,122),(141,39),(160,138),(79,82),(141,127),(44,65),(105,197),(51,167),(90,176),(80,199),(172,89),(71,156),(23,104),(172,220),(31,212),(40,206),(166,50),(101,210),(77,58),
62:(194,65),(132,191),(224,142),(102,130),(58,181),(51,168),(128,186),(77,113),(87,40),(200,37),(197,122),(141,40),(160,138),(79,81),(141,128),(45,65),(105,196),(51,167),(91,176),(80,200),(172,89),(71,156),(23,104),(173,220),(30,212),(41,206),(166,51),(101,210),(77,59),
63:(194,65),(132,191),(224,143),(102,131),(58,182),(52,168),(129,186),(77,114),(87,41),(201,37),(196,122),(141,41),(160,138),(78,81),(141,129),(46,65),(105,195),(51,167),(92,176),(80,201),(172,89),(71,156),(23,104),(174,220),(29,212),(42,206),(166,52),(101,210),(77,60),
64:(194,65),(132,191),(224,144),(102,132),(58,183),(52,167),(130,186),(77,115),(88,41),(202,37),(195,122),(140,41),(160,138),(78,80),(141,130),(46,64),(105,194),(51,167),(93,176),(80,202),(172,89),(71,156),(23,104),(175,220),(28,212),(43,206),(166,53),(101,210),(77,61),
65:(194,65),(132,191),(224,145),(102,133),(58,184),(52,166),(131,186),(77,116),(89,41),(203,37),(194,122),(139,41),(160,138),(78,79),(141,131),(46,63),(105,193),(51,167),(94,176),(80,203),(172,89),(71,156),(23,104),(176,220),(28,213),(43,205),(166,54),(101,210),(76,61),
66:(194,65),(132,191),(223,145),(103,133),(58,185),(52,165),(132,186),(77,117),(89,42),(204,37),(193,122),(139,42),(160,138),(78,78),(141,132),(46,62),(105,192),(51,167),(95,176),(80,204),(172,89),(71,156),(23,104),(177,220),(27,213),(43,204),(166,55),(101,210),(76,62),
67:(194,65),(132,191),(223,146),(103,134),(58,186),(52,164),(133,186),(77,118),(90,42),(205,37),(192,122),(139,43),(160,138),(78,77),(142,132),(46,61),(105,191),(51,167),(95,177),(80,205),(172,89),(71,156),(23,104),(178,220),(26,213),(44,204),(166,56),(101,210),(76,63),
68:(194,65),(132,191),(223,147),(103,135),(58,187),(52,163),(134,186),(77,119),(90,43),(206,37),(191,122),(138,43),(160,138),(77,77),(143,132),(47,61),(105,190),(51,167),(96,177),(80,206),(172,89),(71,156),(23,104),(179,220),(25,213),(44,203),(165,56),(101,210),(75,63),
69:(194,65),(132,191),(222,147),(103,136),(58,188),(52,162),(135,186),(77,120),(90,44),(207,37),(190,122),(138,44),(160,138),(77,76),(144,132),(48,61),(104,190),(51,167),(97,177),(79,206),(172,89),(71,156),(23,104),(179,221),(24,213),(45,203),(165,57),(101,210),(74,63),
70:(194,65),(132,191),(222,148),(103,137),(58,189),(52,161),(136,186),(77,121),(90,45),(208,37),(189,122),(138,45),(160,138),(77,75),(145,132),(49,61),(104,189),(51,167),(98,177),(79,206),(172,89),(71,156),(23,104),(179,222),(23,213),(45,202),(165,58),(101,210),(74,64),
71:(194,65),(132,191),(222,149),(103,138),(58,190),(52,160),(137,186),(77,122),(90,46),(209,37),(188,122),(137,45),(160,138),(77,74),(145,133),(50,61),(104,188),(51,167),(99,177),(79,206),(172,89),(71,156),(23,104),(180,222),(23,214),(45,201),(165,59),(101,210),(73,64),
72:(194,65),(132,191),(221,149),(103,139),(58,191),(52,159),(138,186),(77,123),(90,47),(210,37),(187,122),(136,45),(160,138),(77,73),(145,134),(51,61),(104,187),(51,167),(99,178),(79,206),(172,89),(71,156),(23,104),(181,222),(22,214),(45,200),(165,60),(101,210),(72,64),
73:(194,65),(132,191),(221,150),(103,140),(58,192),(52,158),(139,186),(77,124),(91,47),(211,37),(186,122),(135,45),(160,138),(77,72),(146,134),(52,61),(104,186),(51,167),(100,178),(79,206),(172,89),(71,156),(23,104),(182,222),(21,214),(46,200),(165,61),(101,210),(71,64),
74:(194,65),(132,191),(221,151),(103,141),(58,193),(52,157),(140,186),(77,125),(91,48),(212,37),(185,122),(134,45),(160,138),(76,72),(147,134),(53,61),(104,185),(51,167),(101,178),(79,206),(172,89),(71,156),(23,104),(183,222),(20,214),(46,199),(165,62),(101,210),(70,64),
75:(194,65),(132,191),(220,151),(103,142),(58,194),(52,156),(141,186),(77,126),(91,49),(213,37),(184,122),(134,46),(160,138),(76,71),(148,134),(54,61),(104,184),(51,167),(102,178),(79,206),(172,89),(71,156),(23,104),(183,223),(19,214),(46,198),(165,63),(101,210),(69,64),
76:(194,65),(132,191),(220,152),(103,143),(58,195),(52,155),(142,186),(77,127),(91,50),(214,37),(183,122),(133,46),(160,138),(76,70),(148,135),(55,61),(104,183),(51,167),(103,178),(79,206),(172,89),(71,156),(23,104),(184,223),(18,214),(46,197),(165,64),(101,210),(68,64),
77:(194,65),(132,191),(220,153),(103,144),(58,196),(52,154),(143,186),(77,128),(92,50),(214,38),(182,122),(132,46),(160,138),(76,69),(148,136),(55,60),(104,182),(51,167),(104,178),(79,206),(172,89),(71,156),(23,104),(185,223),(18,215),(46,196),(165,65),(101,210),(67,64),
78:(194,65),(132,191),(219,153),(103,145),(58,197),(52,153),(144,186),(77,129),(93,50),(215,38),(181,122),(131,46),(160,138),(76,68),(148,137),(55,59),(104,181),(51,167),(104,179),(79,206),(172,89),(71,156),(23,104),(186,223),(17,215),(46,195),(165,66),(101,210),(67,65),
79:(194,65),(132,191),(219,154),(103,146),(58,198),(52,152),(145,186),(77,130),(93,51),(216,38),(180,122),(130,46),(160,138),(76,67),(149,137),(55,58),(104,180),(51,167),(105,179),(79,206),(172,89),(71,156),(23,104),(186,224),(16,215),(46,194),(165,67),(101,210),(67,66),
80:(194,65),(132,191),(219,155),(103,147),(58,199),(52,151),(146,186),(77,131),(93,52),(217,38),(179,122),(130,47),(160,138),(76,66),(149,138),(55,57),(104,179),(51,167),(106,179),(79,206),(172,89),(71,156),(23,104),(187,224),(15,215),(46,193),(165,68),(101,210),(67,67),
81:(194,65),(132,191),(219,156),(103,148),(58,200),(52,150),(146,185),(77,132),(93,53),(218,38),(178,122),(129,47),(160,138),(77,66),(149,139),(55,56),(104,178),(51,167),(106,180),(79,206),(172,89),(71,156),(23,104),(188,224),(14,215),(47,193),(165,69),(101,210),(67,68),
82:(194,65),(132,191),(219,157),(103,149),(58,201),(52,149),(147,185),(77,133),(94,53),(219,38),(177,122),(129,48),(160,138),(78,66),(149,140),(56,56),(104,177),(51,167),(106,181),(79,206),(172,89),(71,156),(23,104),(189,224),(13,215),(48,193),(165,70),(101,210),(67,69),
83:(194,65),(132,191),(219,158),(103,150),(58,201),(52,148),(147,184),(77,134),(94,54),(219,39),(176,122),(129,49),(160,138),(78,65),(149,141),(57,56),(103,177),(51,167),(106,182),(79,206),(172,89),(71,156),(23,104),(190,224),(12,215),(49,193),(165,71),(101,210),(67,70),
84:(194,65),(132,191),(219,159),(103,151),(58,201),(52,147),(148,184),(77,135),(94,55),(220,39),(175,122),(129,50),(160,138),(78,64),(149,142),(58,56),(103,176),(51,167),(107,182),(79,206),(172,89),(71,156),(23,104),(191,224),(11,215),(50,193),(165,72),(101,210),(67,71),
85:(194,65),(132,191),(219,160),(103,152),(58,201),(52,146),(149,184),(77,136),(95,55),(221,39),(174,122),(129,51),(160,138),(78,63),(150,142),(59,56),(103,175),(51,167),(107,183),(79,206),(172,89),(71,156),(23,104),(192,224),(10,215),(51,193),(165,73),(101,210),(67,72),
86:(194,65),(132,191),(219,161),(103,153),(58,201),(52,145),(150,184),(77,137),(96,55),(222,39),(173,122),(129,52),(160,138),(78,62),(150,143),(60,56),(103,174),(51,167),(107,184),(79,206),(172,89),(71,156),(23,104),(192,225),(9,215),(51,192),(165,74),(101,210),(67,73),
87:(194,65),(132,191),(219,162),(103,154),(58,201),(52,144),(151,184),(77,138),(97,55),(223,39),(172,122),(129,53),(160,138),(78,61),(150,144),(61,56),(102,174),(51,167),(107,185),(79,206),(172,89),(71,156),(23,104),(193,225),(8,215),(51,191),(165,75),(101,210),(67,74),
88:(194,65),(132,191),(219,163),(103,155),(58,201),(52,143),(152,184),(77,139),(98,55),(224,39),(172,123),(129,54),(160,138),(78,60),(151,144),(62,56),(101,174),(51,167),(107,186),(79,206),(172,89),(71,156),(23,104),(194,225),(7,215),(51,190),(165,76),(101,210),(67,75),
89:(194,65),(132,191),(219,164),(103,156),(58,201),(53,143),(153,184),(77,140),(99,55),(224,40),(172,124),(129,55),(160,138),(78,59),(151,145),(63,56),(100,174),(51,167),(107,187),(79,206),(172,89),(71,156),(23,104),(195,225),(6,215),(51,189),(165,77),(101,210),(67,76),
90:(194,65),(132,191),(219,165),(103,157),(58,201),(54,143),(154,184),(77,141),(100,55),(224,41),(172,125),(129,56),(160,138),(78,58),(151,146),(64,56),(99,174),(51,167),(107,188),(79,206),(172,89),(71,156),(23,104),(196,225),(5,215),(51,188),(165,78),(101,210),(67,77),
91:(194,65),(132,191),(219,166),(103,158),(58,201),(55,143),(155,184),(77,142),(101,55),(225,41),(171,125),(129,57),(160,138),(79,58),(151,147),(65,56),(98,174),(51,167),(108,188),(79,206),(172,89),(71,156),(23,104),(197,225),(4,215),(51,187),(165,79),(101,210),(67,78),
92:(194,65),(132,191),(219,167),(103,159),(58,201),(55,142),(156,184),(77,143),(102,55),(226,41),(170,125),(129,58),(160,138),(79,57),(151,148),(66,56),(97,174),(51,167),(108,189),(79,206),(172,89),(71,156),(23,104),(198,225),(3,215),(52,187),(165,80),(101,210),(67,79),
93:(194,65),(132,191),(219,168),(103,160),(58,201),(56,142),(157,184),(77,144),(103,55),(226,42),(169,125),(128,58),(160,138),(79,56),(151,149),(67,56),(96,174),(51,167),(109,189),(79,206),(172,89),(71,156),(23,104),(199,225),(2,215),(53,187),(164,80),(101,210),(67,80),
