170:(194,65),(132,191),(222,219),(107,233),
171:(194,65),(132,191),(222,219),(107,234),
172:(194,65),(132,191),(222,219),(107,235),
173:(194,65),(132,191),(222,219),(107,236),
174:(194,65),(132,191),(222,219),(107,237),
175:(194,65),(132,191),(222,219),(107,238),
176:(194,65),(132,191),(222,219),(107,239),
177:(194,65),(132,191),(222,219),(107,240),
178:(194,65),(132,191),(222,219),(107,241),
179:(194,65),(132,191),(222,219),(107,242),
180:(194,65),(132,191),(222,219),(107,243),
181:(194,65),(132,191),(222,219),(107,244),
182:(194,65),(132,191),(222,219),(107,245),
183:(194,65),(132,191),(222,219),(107,246),
