19:(212,81),(138,191),(241,116),(91,98),(39,157),(51,211),(101,170),(97,90),(70,14),(158,36),(232,122),(161,17),(160,138),(80,123),(134,92),(18,57),(108,236),(33,154),(79,145),(112,189),(172,89),(71,156),(16,85),(133,217),(47,186),(31,221),(196,38),(101,210),(78,25),(173,163),(32,62),(35,221),(229,184),(7,27),
20:(211,81),(137,191),(240,116),(91,99),(40,157),(51,210),(102,170),(96,90),(71,14),(159,36),(231,122),(160,17),(160,138),(80,122),(134,93),(19,57),(108,235),(34,154),(80,145),(111,189),(172,89),(71,156),(17,85),(134,217),(47,187),(30,221),(195,38),(101,210),(78,26),(173,163),(33,62),(34,221),(228,184),(7,28),
21:(210,81),(136,191),(239,116),(91,100),(41,157),(51,209),(103,170),(95,90),(72,14),(160,36),(230,122),(159,17),(160,138),(80,121),(134,94),(19,58),(108,234),(35,154),(80,146),(110,189),(172,89),(71,156),(17,86),(135,217),(46,187),(29,221),(194,38),(101,210),(78,27),(173,163),(33,63),(33,221),(227,184),(7,29),
22:(210,80),(135,191),(238,116),(91,101),(41,158),(51,208),(104,170),(94,90),(73,14),(161,36),(229,122),(158,17),(160,138),(80,120),(134,95),(19,59),(108,233),(36,154),(80,147),(109,189),(172,89),(71,156),(17,87),(136,217),(46,188),(28,221),(193,38),(101,210),(78,28),(173,163),(34,63),(32,221),(227,183),(7,30),
23:(209,80),(134,191),(238,117),(91,102),(41,159),(51,207),(105,170),(93,90),(73,15),(162,36),(228,122),(157,17),(160,138),(80,119),(134,96),(19,60),(108,232),(37,154),(81,147),(108,189),(172,89),(71,156),(17,88),(137,217),(46,189),(27,221),(192,38),(101,210),(78,29),(173,163),(35,63),(31,221),(227,182),(7,31),
24:(208,80),(133,191),(238,118),(91,103),(41,160),(51,206),(106,170),(92,90),(73,16),(163,36),(227,122),(156,17),(160,138),(80,118),(134,97),(19,61),(108,231),(38,154),(81,148),(107,189),(172,89),(71,156),(17,89),(138,217),(46,190),(26,221),(191,38),(101,210),(78,30),(173,163),(36,63),(30,221),(227,181),(7,32),
25:(207,80),(132,191),(237,118),(91,104),(41,161),(51,205),(107,170),(92,91),(73,17),(164,36),(226,122),(156,18),(160,138),(80,117),(135,97),(19,62),(108,230),(38,155),(81,149),(106,189),(172,89),(71,156),(18,89),(139,217),(46,191),(25,221),(190,38),(101,210),(78,31),(173,163),(37,63),(29,221),(226,181),(7,33),
26:(206,80),(132,191),(237,119),(91,105),(41,162),(51,204),(108,170),(92,92),(74,17),(165,36),(225,122),(156,19),(160,138),(80,116),(135,98),(20,62),(108,229),(39,155),(82,149),(105,189),(172,89),(71,156),(19,89),(140,217),(46,192),(24,221),(189,38),(101,210),(78,32),(173,163),(38,63),(28,221),(225,181),(7,34),
27:(205,80),(132,191),(237,120),(91,106),(41,163),(51,203),(109,170),(91,92),(75,17),(166,36),(224,122),(156,20),(160,138),(80,115),(135,99),(20,63),(108,228),(40,155),(82,150),(104,189),(172,89),(71,156),(20,89),(141,217),(46,193),(23,221),(188,38),(101,210),(78,33),(173,163),(38,64),(27,221),(225,180),(7,35),
28:(204,80),(132,191),(237,121),(91,107),(42,163),(51,202),(110,170),(90,92),(76,17),(167,36),(223,122),(155,20),(160,138),(80,114),(135,100),(20,64),(108,227),(41,155),(82,151),(103,189),(172,89),(71,156),(21,89),(142,217),(46,194),(23,220),(187,38),(101,210),(78,34),(173,163),(38,65),(26,221),(225,179),(7,36),
29:(203,80),(132,191),(237,122),(91,108),(43,163),(51,201),(110,171),(89,92),(77,17),(168,36),(222,122),(154,20),(160,138),(80,113),(136,100),(20,65),(108,226),(41,156),(82,152),(102,189),(172,89),(71,156),(21,90),(143,217),(46,195),(23,219),(186,38),(101,210),(79,34),(173,163),(38,66),(25,221),(225,178),(7,37),
30:(202,80),(132,191),(237,123),(91,109),(43,164),(51,200),(110,172),(88,92),(78,17),(169,36),(222,121),(153,20),(160,138),(80,112),(136,101),(21,65),(108,225),(41,157),(82,153),(101,189),(172,89),(71,156),(21,91),(144,217),(46,196),(23,218),(185,38),(101,210),(79,35),(173,163),(39,66),(24,221),(225,177),(8,37),
31:(201,80),(132,191),(236,123),(92,109),(43,165),(51,199),(111,172),(87,92),(79,17),(170,36),(221,121),(152,20),(160,138),(80,111),(136,102),(22,65),(107,225),(41,158),(82,154),(100,189),(172,89),(71,156),(21,92),(144,218),(46,197),(22,218),(184,38),(101,210),(79,36),(173,163),(40,66),(23,221),(225,176),(8,38),
32:(200,80),(132,191),(235,123),(93,109),(43,166),(51,198),(111,173),(86,92),(80,17),(171,36),(221,120),(152,21),(160,138),(80,110),(136,103),(22,66),(107,224),(41,159),(82,155),(99,189),(172,89),(71,156),(22,92),(145,218),(46,198),(22,217),(183,38),(101,210),(80,36),(173,163),(40,67),(23,220),(224,176),(8,39),
33:(199,80),(132,191),(234,123),(94,109),(43,167),(51,197),(111,174),(85,92),(80,18),(172,36),(221,119),(151,21),(160,138),(80,109),(136,104),(22,67),(107,223),(41,160),(82,156),(98,189),(172,89),(71,156),(23,92),(145,219),(46,199),(22,216),(182,38),(101,210),(80,37),(173,163),(40,68),(23,219),(224,175),(8,40),
34:(198,80),(132,191),(233,123),(94,110),(43,168),(51,196),(111,175),(85,93),(80,19),(173,36),(220,119),(150,21),(160,138),(80,108),(137,104),(23,67),(107,222),(41,161),(82,157),(97,189),(172,89),(71,156),(23,93),(146,219),(46,200),(22,215),(181,38),(101,210),(80,38),(173,163),(40,69),(23,218),(224,174),(9,40),
35:(198,79),(132,191),(232,123),(94,111),(43,169),(51,195),(112,175),(85,94),(80,20),(173,37),(220,118),(150,22),(160,138),(80,107),(137,105),(23,68),(107,221),(42,161),(82,158),(96,189),(172,89),(71,156),(23,94),(147,219),(46,201),(22,214),(180,38),(101,210),(80,39),(173,163),(40,70),(22,218),(224,173),(9,41),
36:(198,78),(132,191),(231,123),(95,111),(43,170),(51,194),(112,176),(85,95),(80,21),(174,37),(219,118),(149,22),(160,138),(80,106),(138,105),(23,69),(107,220),(42,162),(82,159),(95,189),(172,89),(71,156),(23,95),(148,219),(46,202),(22,213),(179,38),(101,210),(80,40),(173,163),(41,70),(22,217),(223,173),(9,42),
37:(197,78),(132,191),(231,124),(95,112),(43,171),(51,193),(112,177),(84,95),(80,22),(175,37),(218,118),(149,23),(160,138),(80,105),(138,106),(24,69),(107,219),(43,162),(82,160),(94,189),(172,89),(71,156),(23,96),(149,219),(45,202),(22,212),(178,38),(101,210),(81,40),(173,163),(41,71),(22,216),(222,173),(9,43),
38:(197,77),(132,191),(230,124),(96,112),(43,172),(51,192),(113,177),(84,96),(80,23),(176,37),(217,118),(148,23),(160,138),(80,104),(139,106),(25,69),(107,218),(44,162),(82,161),(94,190),(172,89),(71,156),(23,97),(149,220),(45,203),(22,211),(178,39),(101,210),(81,41),(173,163),(41,72),(22,215),(222,172),(9,44),
39:(197,76),(132,191),(230,125),(97,112),(43,173),(51,191),(113,178),(84,97),(80,24),(177,37),(216,118),(147,23),(160,138),(80,103),(139,107),(26,69),(107,217),(44,163),(82,162),(93,190),(172,89),(71,156),(23,98),(150,220),(45,204),(22,210),(177,39),(101,210),(81,42),(173,163),(42,72),(22,214),(221,172),(9,45),
40:(197,75),(132,191),(230,126),(98,112),(43,174),(51,190),(113,179),(83,97),(80,25),(178,37),(215,118),(146,23),(160,138),(80,102),(139,108),(27,69),(107,216),(44,164),(82,163),(92,190),(172,89),(71,156),(23,99),(151,220),(45,205),(23,210),(176,39),(101,210),(81,43),(173,163),(42,73),(23,214),(221,171),(9,46),
41:(197,74),(132,191),(230,127),(98,113),(44,174),(51,189),(113,180),(82,97),(80,26),(179,37),(215,119),(146,24),(160,138),(80,101),(139,109),(28,69),(107,215),(45,164),(82,164),(91,190),(172,89),(71,156),(23,100),(152,220),(45,206),(24,210),(175,39),(101,210),(81,44),(173,163),(42,74),(23,213),(221,170),(10,46),
42:(197,73),(132,191),(230,128),(99,113),(45,174),(51,188),(113,181),(81,97),(80,27),(180,37),(214,119),(145,24),(160,138),(80,100),(139,110),(28,68),(107,214),(46,164),(82,165),(90,190),(172,89),(71,156),(23,101),(153,220),(45,207),(25,210),(174,39),(101,210),(81,45),(173,163),(42,75),(23,212),(221,169),(10,47),
43:(197,72),(132,191),(230,129),(99,114),(46,174),(51,187),(114,181),(81,98),(80,28),(181,37),(213,119),(144,24),(160,138),(80,99),(139,111),(29,68),(107,213),(47,164),(82,166),(89,190),(172,89),(71,156),(23,102),(154,220),(44,207),(26,210),(173,39),(101,210),(82,45),(173,163),(42,76),(23,211),(220,169),(10,48),
44:(196,72),(132,191),(230,130),(99,115),(47,174),(51,186),(114,182),(81,99),(80,29),(182,37),(212,119),(144,25),(160,138),(80,98),(139,112),(30,68),(106,213),(47,165),(82,167),(88,190),(172,89),(71,156),(23,103),(155,220),(43,207),(27,210),(172,39),(101,210),(82,46),(173,163),(42,77),(24,211),(219,169),(11,48),
45:(195,72),(132,191),(230,131),(99,116),(48,174),(51,185),(114,183),(81,100),(80,30),(183,37),(212,120),(144,26),(160,138),(80,97),(139,113),(31,68),(106,212),(47,166),(82,168),(87,190),(172,89),(71,156),(23,104),(156,220),(42,207),(28,210),(171,39),(101,210),(82,47),(173,163),(42,78),(24,210),(218,169),(11,49),
46:(194,72),(132,191),(229,131),(99,117),(48,175),(51,184),(114,184),(81,101),(81,30),(184,37),(211,120),(143,26),(160,138),(80,96),(139,114),(31,67),(106,211),(48,166),(82,169),(86,190),(172,89),(71,156),(23,104),(157,220),(41,207),(29,210),(170,39),(101,210),(82,48),(173,163),(42,79),(25,210),(217,169),(11,50),
47:(194,71),(132,191),(229,132),(99,118),(49,175),(51,183),(115,184),(81,102),(81,31),(185,37),(210,120),(143,27),(160,138),(80,95),(139,115),(32,67),(106,210),(49,166),(82,170),(85,190),(172,89),(71,156),(23,104),(158,220),(40,207),(30,210),(169,39),(101,210),(82,49),(173,163),(42,80),(26,210),(217,168),(11,51),
48:(194,70),(132,191),(229,133),(100,118),(50,175),(51,182),(115,185),(80,102),(81,32),(186,37),(209,120),(142,27),(160,138),(80,94),(139,116),(33,67),(106,209),(50,166),(82,171),(85,191),(172,89),(71,156),(23,104),(159,220),(39,207),(31,210),(168,39),(101,210),(81,49),(173,163),(43,80),(26,209),(217,167),(12,51),
49:(194,69),(132,191),(229,134),(100,119),(51,175),(51,181),(115,186),(79,102),(81,33),(187,37),(208,120),(142,28),(160,138),(80,93),(140,116),(34,67),(106,208),(50,167),(82,172),(84,191),(172,89),(71,156),(23,104),(160,220),(39,208),(32,210),(167,39),(101,210),(80,49),(173,163),(43,81),(27,209),(217,166),(12,52),
50:(194,68),(132,191),(229,135),(100,120),(52,175),(51,180),(116,186),(78,102),(81,34),(188,37),(207,120),(142,29),(160,138),(80,92),(140,117),(35,67),(106,207),(51,167),(82,173),(84,192),(172,89),(71,156),(23,104),(161,220),(39,209),(32,209),(166,39),(101,210),(80,50),(173,163),(43,82),(28,209),(217,165),(13,52),
51:(194,67),(132,191),(229,136),(100,121),(52,176),(51,179),(117,186),(77,102),(82,34),(189,37),(206,120),(141,29),(160,138),(80,91),(141,117),(36,67),(106,206),(51,167),(83,173),(84,193),(172,89),(71,156),(23,104),(162,220),(38,209),(33,209),(166,40),(101,210),(80,51),(173,163),(43,83),(29,209),(216,165),(13,53),
52:(194,66),(132,191),(229,137),(100,122),(52,177),(51,178),(118,186),(77,103),(82,35),(190,37),(205,120),(141,30),(160,138),(80,90),(141,118),(37,67),(106,205),(51,167),(84,173),(84,194),(172,89),(71,156),(23,104),(163,220),(38,210),(34,209),(166,41),(101,210),(80,52),(173,163),(44,83),(29,208),(216,164),(13,54),
53:(194,65),(132,191),(228,137),(100,123),(53,177),(51,177),(119,186),(77,104),(83,35),(191,37),(204,120),(141,31),(160,138),(80,89),(141,119),(38,67),(106,204),(51,167),(85,173),(84,195),(172,89),(71,156),(23,104),(164,220),(37,210),(34,208),(166,42),(101,210),(80,53),(173,163),(45,83),(30,208),(216,163),(13,55),
54:(194,65),(132,191),(228,138),(101,123),(54,177),(51,176),(120,186),(77,105),(83,36),(192,37),(204,121),(141,32),(160,138),(80,88),(141,120),(39,67),(106,203),(51,167),(85,174),(84,196),(172,89),(71,156),(23,104),(165,220),(36,210),(35,208),(166,43),(101,210),(80,54),(173,163),(46,83),(31,208),(216,162),(13,56),
55:(194,65),(132,191),(227,138),(101,124),(55,177),(51,175),(121,186),(77,106),(84,36),(193,37),(203,121),(141,33),(160,138),(80,87),(141,121),(40,67),(106,202),(51,167),(86,174),(83,196),(172,89),(71,156),(23,104),(166,220),(36,211),(36,208),(166,44),(101,210),(80,55),(173,163),(46,84),(32,208),(216,161),(13,57),
56:(194,65),(132,191),(227,139),(101,125),(56,177),(51,174),(122,186),(77,107),(84,37),(194,37),(202,121),(141,34),(160,138),(80,86),(141,122),(41,67),(106,201),(51,167),(87,174),(82,196),(172,89),(71,156),(23,104),(167,220),(35,211),(37,208),(166,45),(101,210),(80,56),(173,163),(47,84),(33,208),(216,160),(13,58),
57:(194,65),(132,191),(226,139),(101,126),(57,177),(51,173),(123,186),(77,108),(84,38),(195,37),(201,121),(141,35),(160,138),(80,85),(141,123),(42,67),(106,200),(51,167),(87,175),(81,196),(172,89),(71,156),(23,104),(168,220),(34,211),(38,208),(166,46),(101,210),(80,57),(173,163),(48,84),(34,208),(215,160),(13,59),
58:(194,65),(132,191),(226,140),(101,127),(57,178),(51,172),(124,186),(77,109),(85,38),(196,37),(200,121),(141,36),(160,138),(80,84),(141,124),(42,66),(106,199),(51,167),(88,175),(81,197),(172,89),(71,156),(23,104),(169,220),(33,211),(39,208),(166,47),(101,210),(79,57),(173,163),(49,84),(35,208),(215,159),(13,60),
59:(194,65),(132,191),(226,141),(101,128),(58,178),(51,171),(125,186),(77,110),(85,39),(197,37),(200,122),(141,37),(160,138),(79,84),(141,125),(43,66),(105,199),(51,167),(88,176),(81,198),(172,89),(71,156),(23,104),(170,220),(32,211),(40,208),(166,48),(101,210),(78,57),(173,163),(50,84),(36,208),(215,158),(13,61),
60:(194,65),(132,191),(226,142),(102,128),(58,179),(51,170),(126,186),(77,111),(85,40),(198,37),(199,122),(141,38),(160,138),(79,83),(141,126),(43,65),(105,198),(51,167),(89,176),(81,199),(172,89),(71,156),(23,104),(171,220),(32,212),(40,207),(166,49),(101,210),(78,58),(173,163),(51,84),(37,208),(215,157),(13,62),
61:(194,65),(132,191),(225,142),(102,129),(58,180),(51,169),(127,186),(77,112),(86,40),(199,37),(198,122),(141,39),(160,138),(79,82),(141,127),(44,65),(105,197),(51,167),(90,176),(80,199),(172,89),(71,156),(23,104),(172,220),(31,212),(40,206),(166,50),(101,210),(77,58),(173,163),(52,84),(38,208),(214,157),(13,63),
62:(194,65),(132,191),(224,142),(102,130),(58,181),(51,168),(128,186),(77,113),(87,40),(200,37),(197,122),(141,40),(160,138),(79,81),(141,128),(45,65),(105,196),(51,167),(91,176),(80,200),(172,89),(71,156),(23,104),(173,220),(30,212),(41,206),(166,51),(101,210),(77,59),(173,163),(53,84),(39,208),(213,157),(13,64),
63:(194,65),(132,191),(224,143),(102,131),(58,182),(52,168),(129,186),(77,114),(87,41),(201,37),(196,122),(141,41),(160,138),(78,81),(141,129),(46,65),(105,195),(51,167),(92,176),(80,201),(172,89),(71,156),(23,104),(174,220),(29,212),(42,206),(166,52),(101,210),(77,60),(173,163),(54,84),(39,207),(212,157),(13,65),
64:(194,65),(132,191),(224,144),(102,132),(58,183),(52,167),(130,186),(77,115),(88,41),(202,37),(195,122),(140,41),(160,138),(78,80),(141,130),(46,64),(105,194),(51,167),(93,176),(80,202),(172,89),(71,156),(23,104),(175,220),(28,212),(43,206),(166,53),(101,210),(77,61),(173,163),(55,84),(39,206),(211,157),(13,66),
65:(194,65),(132,191),(224,145),(102,133),(58,184),(52,166),(131,186),(77,116),(89,41),(203,37),(194,122),(139,41),(160,138),(78,79),(141,131),(46,63),(105,193),(51,167),(94,176),(80,203),(172,89),(71,156),(23,104),(176,220),(28,213),(43,205),(166,54),(101,210),(76,61),(173,163),(55,85),(39,205),(211,156),(13,67),
66:(194,65),(132,191),(223,145),(103,133),(58,185),(52,165),(132,186),(77,117),(89,42),(204,37),(193,122),(139,42),(160,138),(78,78),(141,132),(46,62),(105,192),(51,167),(95,176),(80,204),(172,89),(71,156),(23,104),(177,220),(27,213),(43,204),(166,55),(101,210),(76,62),(173,163),(55,86),(40,205),(211,155),(13,68),
67:(194,65),(132,191),(223,146),(103,134),(58,186),(52,164),(133,186),(77,118),(90,42),(205,37),(192,122),(139,43),(160,138),(78,77),(142,132),(46,61),(105,191),(51,167),(95,177),(80,205),(172,89),(71,156),(23,104),(178,220),(26,213),(44,204),(166,56),(101,210),(76,63),(173,163),(55,87),(41,205),(211,154),(13,69),
68:(194,65),(132,191),(223,147),(103,135),(58,187),(52,163),(134,186),(77,119),(90,43),(206,37),(191,122),(138,43),(160,138),(77,77),(143,132),(47,61),(105,190),(51,167),(96,177),(80,206),(172,89),(71,156),(23,104),(179,220),(25,213),(44,203),(165,56),(101,210),(75,63),(173,163),(55,88),(42,205),(211,153),(14,69),
69:(194,65),(132,191),(222,147),(103,136),(58,188),(52,162),(135,186),(77,120),(90,44),(207,37),(190,122),(138,44),(160,138),(77,76),(144,132),(48,61),(104,190),(51,167),(97,177),(79,206),(172,89),(71,156),(23,104),(179,221),(24,213),(45,203),(165,57),(101,210),(74,63),(173,163),(55,89),(42,204),(210,153),(14,70),
70:(194,65),(132,191),(222,148),(103,137),(58,189),(52,161),(136,186),(77,121),(90,45),(208,37),(189,122),(138,45),(160,138),(77,75),(145,132),(49,61),(104,189),(51,167),(98,177),(79,206),(172,89),(71,156),(23,104),(179,222),(23,213),(45,202),(165,58),(101,210),(74,64),(173,163),(55,90),(42,203),(209,153),(15,70),
71:(194,65),(132,191),(222,149),(103,138),(58,190),(52,160),(137,186),(77,122),(90,46),(209,37),(188,122),(137,45),(160,138),(77,74),(145,133),(50,61),(104,188),(51,167),(99,177),(79,206),(172,89),(71,156),(23,104),(180,222),(23,214),(45,201),(165,59),(101,210),(73,64),(173,163),(56,90),(43,203),(208,153),(16,70),
72:(194,65),(132,191),(221,149),(103,139),(58,191),(52,159),(138,186),(77,123),(90,47),(210,37),(187,122),(136,45),(160,138),(77,73),(145,134),(51,61),(104,187),(51,167),(99,178),(79,206),(172,89),(71,156),(23,104),(181,222),(22,214),(45,200),(165,60),(101,210),(72,64),(173,163),(57,90),(44,203),(207,153),(16,71),
73:(194,65),(132,191),(221,150),(103,140),(58,192),(52,158),(139,186),(77,124),(91,47),(211,37),(186,122),(135,45),(160,138),(77,72),(146,134),(52,61),(104,186),(51,167),(100,178),(79,206),(172,89),(71,156),(23,104),(182,222),(21,214),(46,200),(165,61),(101,210),(71,64),(173,163),(57,91),(45,203),(206,153),(16,72),
74:(194,65),(132,191),(221,151),(103,141),(58,193),(52,157),(140,186),(77,125),(91,48),(212,37),(185,122),(134,45),(160,138),(76,72),(147,134),(53,61),(104,185),(51,167),(101,178),(79,206),(172,89),(71,156),(23,104),(183,222),(20,214),(46,199),(165,62),(101,210),(70,64),(173,163),(57,92),(46,203),(206,152),(17,72),
75:(194,65),(132,191),(220,151),(103,142),(58,194),(52,156),(141,186),(77,126),(91,49),(213,37),(184,122),(134,46),(160,138),(76,71),(148,134),(54,61),(104,184),(51,167),(102,178),(79,206),(172,89),(71,156),(23,104),(183,223),(19,214),(46,198),(165,63),(101,210),(69,64),(173,163),(57,93),(47,203),(205,152),(17,73),
76:(194,65),(132,191),(220,152),(103,143),(58,195),(52,155),(142,186),(77,127),(91,50),(214,37),(183,122),(133,46),(160,138),(76,70),(148,135),(55,61),(104,183),(51,167),(103,178),(79,206),(172,89),(71,156),(23,104),(184,223),(18,214),(46,197),(165,64),(101,210),(68,64),(173,163),(57,94),(48,203),(204,152),(17,74),
77:(194,65),(132,191),(220,153),(103,144),(58,196),(52,154),(143,186),(77,128),(92,50),(214,38),(182,122),(132,46),(160,138),(76,69),(148,136),(55,60),(104,182),(51,167),(104,178),(79,206),(172,89),(71,156),(23,104),(185,223),(18,215),(46,196),(165,65),(101,210),(67,64),(173,163),(57,95),(49,203),(204,151),(17,75),
78:(194,65),(132,191),(219,153),(103,145),(58,197),(52,153),(144,186),(77,129),(93,50),(215,38),(181,122),(131,46),(160,138),(76,68),(148,137),(55,59),(104,181),(51,167),(104,179),(79,206),(172,89),(71,156),(23,104),(186,223),(17,215),(46,195),(165,66),(101,210),(67,65),(173,163),(57,96),(50,203),(203,151),(17,76),
79:(194,65),(132,191),(219,154),(103,146),(58,198),(52,152),(145,186),(77,130),(93,51),(216,38),(180,122),(130,46),(160,138),(76,67),(149,137),(55,58),(104,180),(51,167),(105,179),(79,206),(172,89),(71,156),(23,104),(186,224),(16,215),(46,194),(165,67),(101,210),(67,66),(173,163),(58,96),(51,203),(202,151),(17,77),
