56:(194,65),(132,191),(227,139),(101,125),(56,177),(51,174),(122,186),
57:(194,65),(132,191),(226,139),(101,126),(57,177),(51,173),(123,186),
58:(194,65),(132,191),(226,140),(101,127),(57,178),(51,172),(124,186),
59:(194,65),(132,191),(226,141),(101,128),(58,178),(51,171),(125,186),
60:(194,65),(132,191),(226,142),(102,128),(58,179),(51,170),(126,186),
61:(194,65),(132,191),(225,142),(102,129),(58,180),(51,169),(127,186),
62:(194,65),(132,191),(224,142),(102,130),(58,181),(51,168),(128,186),
63:(194,65),(132,191),(224,143),(102,131),(58,182),(51,167),(129,186),
64:(194,65),(132,191),(224,144),(102,132),(58,183),(51,166),(130,186),
65:(194,65),(132,191),(224,145),(102,133),(58,184),(51,165),(131,186),
66:(194,65),(132,191),(223,145),(103,133),(58,185),(51,164),(132,186),
67:(194,65),(132,191),(223,146),(103,134),(58,186),(51,163),(133,186),
68:(194,65),(132,191),(223,147),(103,135),(58,187),(51,162),(134,186),
69:(194,65),(132,191),(222,147),(103,136),(58,188),(51,161),(135,186),
70:(194,65),(132,191),(222,148),(103,137),(58,189),(51,160),(136,186),
71:(194,65),(132,191),(222,149),(103,138),(58,190),(51,159),(137,186),
72:(194,65),(132,191),(221,149),(103,139),(58,191),(51,158),(138,186),
73:(194,65),(132,191),(221,150),(103,140),(58,192),(51,157),(139,186),
74:(194,65),(132,191),(221,151),(103,141),(58,193),(51,156),(140,186),
75:(194,65),(132,191),(220,151),(103,142),(58,194),(51,155),(141,186),
76:(194,65),(132,191),(220,152),(103,143),(58,195),(51,154),(142,186),
77:(194,65),(132,191),(220,153),(103,144),(58,196),(51,153),(143,186),
78:(194,65),(132,191),(219,153),(103,145),(58,197),(51,152),(144,186),
79:(194,65),(132,191),(219,154),(103,146),(58,198),(51,151),(145,186),
80:(194,65),(132,191),(219,155),(103,147),(58,199),(51,150),(146,186),
81:(194,65),(132,191),(219,156),(103,148),(58,200),(51,149),(146,185),
82:(194,65),(132,191),(219,157),(103,149),(58,201),(51,148),(147,185),
83:(194,65),(132,191),(219,158),(103,150),(58,201),(51,147),(147,184),
84:(194,65),(132,191),(219,159),(103,151),(58,201),(51,146),(148,184),
85:(194,65),(132,191),(219,160),(103,152),(58,201),(51,145),(149,184),
86:(194,65),(132,191),(219,161),(103,153),(58,201),(51,144),(150,184),
87:(194,65),(132,191),(219,162),(103,154),(58,201),(51,143),(151,184),
88:(194,65),(132,191),(219,163),(103,155),(58,201),(52,143),(152,184),
89:(194,65),(132,191),(219,164),(103,156),(58,201),(53,143),(153,184),
90:(194,65),(132,191),(219,165),(103,157),(58,201),(54,143),(154,184),
91:(194,65),(132,191),(219,166),(103,158),(58,201),(55,143),(155,184),
92:(194,65),(132,191),(219,167),(103,159),(58,201),(55,142),(156,184),
93:(194,65),(132,191),(219,168),(103,160),(58,201),(56,142),(157,184),
94:(194,65),(132,191),(219,169),(103,161),(58,201),(57,142),(158,184),
95:(194,65),(132,191),(219,170),(103,162),(58,201),(58,142),(158,183),
96:(194,65),(132,191),(219,171),(103,163),(58,201),(59,142),(158,182),
97:(194,65),(132,191),(219,172),(103,164),(58,201),(60,142),(158,181),
98:(194,65),(132,191),(219,173),(104,164),(58,201),(61,142),(158,180),
99:(194,65),(132,191),(219,174),(104,165),(58,201),(62,142),(158,179),
100:(194,65),(132,191),(219,175),(105,165),(58,201),(62,141),(159,179),
101:(194,65),(132,191),(219,176),(105,166),(58,201),(63,141),(160,179),
102:(194,65),(132,191),(218,176),(105,167),(58,201),(63,140),(161,179),
103:(194,65),(132,191),(218,177),(105,168),(58,201),(63,139),(162,179),
104:(194,65),(132,191),(217,177),(105,169),(58,201),(63,138),(163,179),
105:(194,65),(132,191),(216,177),(105,170),(58,201),(63,137),(164,179),
106:(194,65),(132,191),(215,177),(105,171),(58,201),(63,136),(165,179),
107:(194,65),(132,191),(214,177),(105,172),(58,201),(63,135),(166,179),
108:(194,65),(132,191),(214,178),(105,173),(58,201),(63,134),(167,179),
109:(194,65),(132,191),(214,179),(105,174),(58,201),(63,133),(168,179),
110:(194,65),(132,191),(214,180),(105,175),(58,201),(63,132),(169,179),
111:(194,65),(132,191),(214,181),(105,176),(58,201),(63,131),(170,179),
112:(194,65),(132,191),(215,181),(105,177),(58,201),(63,130),(171,179),
113:(194,65),(132,191),(215,182),(105,178),(58,201),(63,129),(172,179),
114:(194,65),(132,191),(215,183),(105,179),(58,201),(63,128),(173,179),
115:(194,65),(132,191),(215,184),(105,180),(58,201),(63,127),(174,179),
116:(194,65),(132,191),(215,185),(105,181),(58,201),(63,126),(175,179),
117:(194,65),(132,191),(216,185),(105,182),(58,201),(62,126),(176,179),
118:(194,65),(132,191),(216,186),(105,183),(58,201),(62,125),(177,179),
119:(194,65),(132,191),(216,187),(105,184),(58,201),(62,124),(178,179),
120:(194,65),(132,191),(216,188),(105,185),(58,201),(62,123),(179,179),
121:(194,65),(132,191),(216,189),(105,186),(58,201),(62,122),(180,179),
122:(194,65),(132,191),(216,190),(106,186),(58,201),(62,121),(181,179),
123:(194,65),(132,191),(216,191),(106,187),(58,201),(62,120),(182,179),
124:(194,65),(132,191),(216,192),(106,188),(58,201),(62,119),(183,179),
125:(194,65),(132,191),(216,193),(106,189),(58,201),(62,118),(184,179),
126:(194,65),(132,191),(216,194),(106,190),(58,201),(62,117),(185,179),
127:(194,65),(132,191),(216,195),(106,191),(58,201),(62,116),(186,179),
128:(194,65),(132,191),(216,196),(106,192),(58,201),(62,115),(187,179),
129:(194,65),(132,191),(216,197),(106,193),(58,201),(62,114),(188,179),
130:(194,65),(132,191),(216,198),(106,194),(58,201),(62,113),(189,179),
131:(194,65),(132,191),(216,199),(106,195),(58,201),(61,113),(189,178),
132:(194,65),(132,191),(216,200),(107,195),(58,201),(61,112),(190,178),
133:(194,65),(132,191),(216,201),(107,196),(58,201),(61,111),(191,178),
134:(194,65),(132,191),(216,202),(107,197),(58,201),(61,110),(192,178),
135:(194,65),(132,191),(216,203),(107,198),(58,201),(61,109),(193,178),
136:(194,65),(132,191),(216,204),(107,199),(58,201),(61,108),(194,178),
137:(194,65),(132,191),(216,205),(107,200),(58,201),(61,107),(195,178),
138:(194,65),(132,191),(216,206),(107,201),(58,201),(61,106),(195,177),
139:(194,65),(132,191),(216,207),(107,202),(58,201),(60,106),(196,177),
140:(194,65),(132,191),(216,208),(107,203),(58,201),(60,105),(196,176),
141:(194,65),(132,191),(216,209),(107,204),(58,201),(60,104),(197,176),
142:(194,65),(132,191),(217,209),(107,205),(58,201),(59,104),(197,175),
143:(194,65),(132,191),(217,210),(107,206),(58,201),(58,104),(198,175),
144:(194,65),(132,191),(217,211),(107,207),(58,201),(57,104),(199,175),
145:(194,65),(132,191),(217,212),(107,208),(58,201),(56,104),(200,175),
146:(194,65),(132,191),(217,213),(107,209),(58,201),(55,104),(201,175),
147:(194,65),(132,191),(218,213),(107,210),(58,201),(54,104),(202,175),
148:(194,65),(132,191),(218,214),(107,211),(58,201),(53,104),(203,175),
149:(194,65),(132,191),(218,215),(107,212),(58,201),(52,104),(204,175),
150:(194,65),(132,191),(218,216),(107,213),(58,201),(51,104),(205,175),
151:(194,65),(132,191),(219,216),(107,214),(58,201),(50,104),(206,175),
152:(194,65),(132,191),(219,217),(107,215),(58,201),(49,104),(207,175),
153:(194,65),(132,191),(220,217),(107,216),(58,201),(48,104),(208,175),
154:(194,65),(132,191),(220,218),(107,217),(58,201),(47,104),(209,175),
155:(194,65),(132,191),(221,218),(107,218),(58,201),(46,104),(210,175),
156:(194,65),(132,191),(222,218),(107,219),(58,201),(45,104),(211,175),
157:(194,65),(132,191),(222,219),(107,220),(58,201),(45,103),(212,175),
158:(194,65),(132,191),(222,219),(107,221),(58,201),(44,103),(212,174),
159:(194,65),(132,191),(222,219),(107,222),(58,201),(43,103),(212,173),
160:(194,65),(132,191),(222,219),(107,223),(58,201),(42,103),(213,173),
161:(194,65),(132,191),(222,219),(107,224),(58,201),(41,103),(214,173),
162:(194,65),(132,191),(222,219),(107,225),(58,201),(40,103),(215,173),
163:(194,65),(132,191),(222,219),(107,226),(58,201),(39,103),(216,173),
164:(194,65),(132,191),(222,219),(107,227),(58,201),(38,103),(217,173),
165:(194,65),(132,191),(222,219),(107,228),(58,201),(37,103),(218,173),
166:(194,65),(132,191),(222,219),(107,229),(58,201),(36,103),(219,173),
167:(194,65),(132,191),(222,219),(107,230),(58,201),(35,103),(220,173),
168:(194,65),(132,191),(222,219),(107,231),(58,201),(34,103),(221,173),
169:(194,65),(132,191),(222,219),(107,232),(58,201),(33,103),(222,173),
170:(194,65),(132,191),(222,219),(107,233),(58,201),(32,103),(223,173),
171:(194,65),(132,191),(222,219),(107,234),(58,201),(31,103),(224,173),
172:(194,65),(132,191),(222,219),(107,235),(58,201),(30,103),(225,173),
173:(194,65),(132,191),(222,219),(107,236),(58,201),(30,102),(226,173),
174:(194,65),(132,191),(222,219),(107,237),(58,201),(30,101),(227,173),
175:(194,65),(132,191),(222,219),(107,238),(58,201),(29,101),(228,173),
176:(194,65),(132,191),(222,219),(107,239),(58,201),(28,101),(229,173),
177:(194,65),(132,191),(222,219),(107,240),(58,201),(27,101),(230,173),
178:(194,65),(132,191),(222,219),(107,241),(58,201),(27,100),(231,173),
179:(194,65),(132,191),(222,219),(107,242),(58,201),(27,99),(232,173),
180:(194,65),(132,191),(222,219),(107,243),(58,201),(27,98),(233,173),
181:(194,65),(132,191),(222,219),(107,244),(58,201),(26,98),(234,173),
182:(194,65),(132,191),(222,219),(107,245),(58,201),(25,98),(235,173),
183:(194,65),(132,191),(222,219),(107,246),(58,201),(24,98),(236,173),
184:(194,65),(132,191),(222,219),(107,246),(58,201),(23,98),(237,173),
185:(194,65),(132,191),(222,219),(107,246),(58,201),(22,98),(238,173),
186:(194,65),(132,191),(222,219),(107,246),(58,201),(22,97),(239,173),
187:(194,65),(132,191),(222,219),(107,246),(58,201),(22,96),(240,173),
188:(194,65),(132,191),(222,219),(107,246),(58,201),(21,96),(241,173),
189:(194,65),(132,191),(222,219),(107,246),(58,201),(21,95),(242,173),
190:(194,65),(132,191),(222,219),(107,246),(58,201),(21,94),(243,173),
191:(194,65),(132,191),(222,219),(107,246),(58,201),(21,93),(243,172),
192:(194,65),(132,191),(222,219),(107,246),(58,201),(21,92),(244,172),
193:(194,65),(132,191),(222,219),(107,246),(58,201),(21,91),(245,172),
194:(194,65),(132,191),(222,219),(107,246),(58,201),(21,90),(245,171),
195:(194,65),(132,191),(222,219),(107,246),(58,201),(21,89),(246,171),
196:(194,65),(132,191),(222,219),(107,246),(58,201),(20,89),(246,170),
197:(194,65),(132,191),(222,219),(107,246),(58,201),(20,88),(247,170),
198:(194,65),(132,191),(222,219),(107,246),(58,201),(20,87),(248,170),
199:(194,65),(132,191),(222,219),(107,246),(58,201),(20,86),(249,170),
200:(194,65),(132,191),(222,219),(107,246),(58,201),(20,85),(250,170),
201:(194,65),(132,191),(222,219),(107,246),(58,201),(19,85),(251,170),
202:(194,65),(132,191),(222,219),(107,246),(58,201),(19,84),(252,170),
203:(194,65),(132,191),(222,219),(107,246),(58,201),(19,83),(253,170),
204:(194,65),(132,191),(222,219),(107,246),(58,201),(19,82),(253,170),
205:(194,65),(132,191),(222,219),(107,246),(58,201),(18,82),(253,170),
206:(194,65),(132,191),(222,219),(107,246),(58,201),(17,82),(253,170),
207:(194,65),(132,191),(222,219),(107,246),(58,201),(17,81),(253,170),
208:(194,65),(132,191),(222,219),(107,246),(58,201),(17,80),(253,170),
209:(194,65),(132,191),(222,219),(107,246),(58,201),(17,79),(253,170),
210:(194,65),(132,191),(222,219),(107,246),(58,201),(17,78),(253,170),
211:(194,65),(132,191),(222,219),(107,246),(58,201),(16,78),(253,170),
212:(194,65),(132,191),(222,219),(107,246),(58,201),(16,77),(253,170),
213:(194,65),(132,191),(222,219),(107,246),(58,201),(15,77),(253,170),
214:(194,65),(132,191),(222,219),(107,246),(58,201),(15,76),(253,170),
215:(194,65),(132,191),(222,219),(107,246),(58,201),(15,75),(253,170),
216:(194,65),(132,191),(222,219),(107,246),(58,201),(15,74),(253,170),
217:(194,65),(132,191),(222,219),(107,246),(58,201),(15,73),(253,170),
218:(194,65),(132,191),(222,219),(107,246),(58,201),(15,72),(253,170),
219:(194,65),(132,191),(222,219),(107,246),(58,201),(15,71),(253,170),
220:(194,65),(132,191),(222,219),(107,246),(58,201),(15,70),(253,170),
221:(194,65),(132,191),(222,219),(107,246),(58,201),(14,70),(253,170),
222:(194,65),(132,191),(222,219),(107,246),(58,201),(14,69),(253,170),
223:(194,65),(132,191),(222,219),(107,246),(58,201),(14,68),(253,170),
224:(194,65),(132,191),(222,219),(107,246),(58,201),(14,67),(253,170),
225:(194,65),(132,191),(222,219),(107,246),(58,201),(14,66),(253,170),
226:(194,65),(132,191),(222,219),(107,246),(58,201),(14,65),(253,170),
227:(194,65),(132,191),(222,219),(107,246),(58,201),(14,64),(253,170),
228:(194,65),(132,191),(222,219),(107,246),(58,201),(14,63),(253,170),
229:(194,65),(132,191),(222,219),(107,246),(58,201),(14,62),(253,170),
230:(194,65),(132,191),(222,219),(107,246),(58,201),(14,61),(253,170),
231:(194,65),(132,191),(222,219),(107,246),(58,201),(14,60),(253,170),
232:(194,65),(132,191),(222,219),(107,246),(58,201),(14,59),(253,170),
233:(194,65),(132,191),(222,219),(107,246),(58,201),(14,58),(253,170),
234:(194,65),(132,191),(222,219),(107,246),(58,201),(13,58),(253,170),
235:(194,65),(132,191),(222,219),(107,246),(58,201),(12,58),(253,170),
236:(194,65),(132,191),(222,219),(107,246),(58,201),(12,57),(253,170),
237:(194,65),(132,191),(222,219),(107,246),(58,201),(12,56),(253,170),
238:(194,65),(132,191),(222,219),(107,246),(58,201),(12,55),(253,170),
239:(194,65),(132,191),(222,219),(107,246),(58,201),(12,54),(253,170),
240:(194,65),(132,191),(222,219),(107,246),(58,201),(12,53),(253,170),
241:(194,65),(132,191),(222,219),(107,246),(58,201),(12,52),(253,170),
242:(194,65),(132,191),(222,219),(107,246),(58,201),(12,51),(253,170),
243:(194,65),(132,191),(222,219),(107,246),(58,201),(12,50),(253,170),
244:(194,65),(132,191),(222,219),(107,246),(58,201),(12,49),(253,170),
245:(194,65),(132,191),(222,219),(107,246),(58,201),(12,48),(253,170),
246:(194,65),(132,191),(222,219),(107,246),(58,201),(12,47),(253,170),
247:(194,65),(132,191),(222,219),(107,246),(58,201),(12,46),(253,170),
248:(194,65),(132,191),(222,219),(107,246),(58,201),(12,45),(253,170),
249:(194,65),(132,191),(222,219),(107,246),(58,201),(12,44),(253,170),
250:(194,65),(132,191),(222,219),(107,246),(58,201),(12,43),(253,170),
251:(194,65),(132,191),(222,219),(107,246),(58,201),(12,42),(253,170),
252:(194,65),(132,191),(222,219),(107,246),(58,201),(12,41),(253,170),
253:(194,65),(132,191),(222,219),(107,246),(58,201),(12,40),(253,170),
254:(194,65),(132,191),(222,219),(107,246),(58,201),(12,39),(253,170),
255:(194,65),(132,191),(222,219),(107,246),(58,201),(11,39),(253,170),
256:(194,65),(132,191),(222,219),(107,246),(58,201),(11,38),(253,170),
257:(194,65),(132,191),(222,219),(107,246),(58,201),(11,37),(253,170),
258:(194,65),(132,191),(222,219),(107,246),(58,201),(11,36),(253,170),
259:(194,65),(132,191),(222,219),(107,246),(58,201),(11,35),(253,170),
260:(194,65),(132,191),(222,219),(107,246),(58,201),(11,34),(253,170),
261:(194,65),(132,191),(222,219),(107,246),(58,201),(11,33),(253,170),
262:(194,65),(132,191),(222,219),(107,246),(58,201),(11,32),(253,170),
263:(194,65),(132,191),(222,219),(107,246),(58,201),(11,31),(253,170),
264:(194,65),(132,191),(222,219),(107,246),(58,201),(11,30),(253,170),
265:(194,65),(132,191),(222,219),(107,246),(58,201),(11,29),(253,170),
266:(194,65),(132,191),(222,219),(107,246),(58,201),(11,28),(253,170),
267:(194,65),(132,191),(222,219),(107,246),(58,201),(11,27),(253,170),
268:(194,65),(132,191),(222,219),(107,246),(58,201),(11,26),(253,170),
269:(194,65),(132,191),(222,219),(107,246),(58,201),(11,25),(253,170),
270:(194,65),(132,191),(222,219),(107,246),(58,201),(11,24),(253,170),
271:(194,65),(132,191),(222,219),(107,246),(58,201),(11,23),(253,170),
